timestamp;n_envase;subgrupo;pos_subgrupo;peso_g
2024-06-15 08:14:51;298;60;3;151,96
2024-06-15 08:14:54;299;60;4;152,72
2024-06-15 08:14:57;300;60;5;152,44
2024-06-15 08:15:00;301;61;1;150,26
2024-06-15 08:15:03;302;61;2;150,66
2024-06-15 08:15:06;303;61;3;152,62
2024-06-15 08:15:09;304;61;4;152,42
2024-06-15 08:15:12;305;61;5;151,47
2024-06-15 08:15:15;306;62;1;151,68
2024-06-15 08:15:18;307;62;2;153,42
2024-06-15 08:15:21;308;62;3;150,61
2024-06-15 08:15:24;309;62;4;152,32
2024-06-15 08:15:27;310;62;5;151,2
2024-06-15 08:15:30;311;63;1;151,17
2024-06-15 08:15:33;312;63;2;153,15
2024-06-15 08:15:36;313;63;3;152,74
2024-06-15 08:15:39;314;63;4;152,72
2024-06-15 08:15:42;315;63;5;153,46
2024-06-15 08:15:45;316;64;1;151,53
2024-06-15 08:15:48;317;64;2;152,52
2024-06-15 08:15:51;318;64;3;151,03
2024-06-15 08:15:54;319;64;4;151,99
2024-06-15 08:15:57;320;64;5;151,3
2024-06-15 08:16:00;321;65;1;151,65
2024-06-15 08:16:03;322;65;2;152,39
2024-06-15 08:16:06;323;65;3;150,27
2024-06-15 08:16:09;324;65;4;154,64
2024-06-15 08:16:12;325;65;5;149,99
2024-06-15 08:16:15;326;66;1;149,68
2024-06-15 08:16:18;327;66;2;153,24
2024-06-15 08:16:21;328;66;3;152,69
2024-06-15 08:16:24;329;66;4;152,44
2024-06-15 08:16:27;330;66;5;152,44
2024-06-15 08:16:30;331;67;1;151,48
2024-06-15 08:16:33;332;67;2;150,15
2024-06-15 08:16:36;333;67;3;151,61
2024-06-15 08:16:39;334;67;4;150,48
2024-06-15 08:16:42;335;67;5;152,96
2024-06-15 08:16:45;336;68;1;151,28
2024-06-15 08:16:48;337;68;2;150,26
2024-06-15 08:16:51;338;68;3;151,02
2024-06-15 08:16:54;339;68;4;152,12
2024-06-15 08:16:57;340;68;5;150,65
2024-06-15 08:17:00;341;69;1;150,27
2024-06-15 08:17:03;342;69;2;151,87
2024-06-15 08:17:06;343;69;3;151,87
2024-06-15 08:17:09;344;69;4;150,74
2024-06-15 08:17:12;345;69;5;150,79
2024-06-15 08:17:15;346;70;1;151,85
2024-06-15 08:17:18;347;70;2;149,33
2024-06-15 08:17:21;348;70;3;149,39
2024-06-15 08:17:24;349;70;4;150,42
2024-06-15 08:17:27;350;70;5;151,18
2024-06-15 08:17:30;351;71;1;151,97
2024-06-15 08:17:33;352;71;2;153,71
2024-06-15 08:17:36;353;71;3;152,79
2024-06-15 08:17:39;354;71;4;151,26
2024-06-15 08:17:42;355;71;5;151,47
2024-06-15 08:17:45;356;72;1;150,0
2024-06-15 08:17:48;357;72;2;151,47
2024-06-15 08:17:51;358;72;3;151,07
2024-06-15 08:17:54;359;72;4;151,98
2024-06-15 08:17:57;360;72;5;150,26
2024-06-15 08:18:00;361;73;1;152,28
2024-06-15 08:18:03;362;73;2;153,8
2024-06-15 08:18:06;363;73;3;151,34
2024-06-15 08:18:09;364;73;4;152,1
2024-06-15 08:18:12;365;73;5;152,54
2024-06-15 08:18:15;366;74;1;150,9
2024-06-15 08:18:18;367;74;2;151,84
2024-06-15 08:18:21;368;74;3;151,52
2024-06-15 08:18:24;369;74;4;151,65
2024-06-15 08:18:27;370;74;5;150,34
2024-06-15 08:18:30;371;75;1;151,54
2024-06-15 08:18:33;372;75;2;152,25
2024-06-15 08:18:36;373;75;3;153,68
2024-06-15 08:18:39;374;75;4;152,94
2024-06-15 08:18:42;375;75;5;154,73
2024-06-15 08:18:45;376;76;1;150,35
2024-06-15 08:18:48;377;76;2;152,81
2024-06-15 08:18:51;378;76;3;151,78
2024-06-15 08:18:54;379;76;4;154,78
2024-06-15 08:18:57;380;76;5;150,29
2024-06-15 08:19:00;381;77;1;150,24
2024-06-15 08:19:03;382;77;2;150,6
2024-06-15 08:19:06;383;77;3;148,31
2024-06-15 08:19:09;384;77;4;150,71
2024-06-15 08:19:12;385;77;5;150,36
2024-06-15 08:19:15;386;78;1;151,73
2024-06-15 08:19:18;387;78;2;152,01
2024-06-15 08:19:21;388;78;3;154,31
2024-06-15 08:19:24;389;78;4;152,93
2024-06-15 08:19:27;390;78;5;150,63
2024-06-15 08:19:30;391;79;1;150,15
2024-06-15 08:19:33;392;79;2;152,24
2024-06-15 08:19:36;393;79;3;149,52
2024-06-15 08:19:39;394;79;4;154,25
2024-06-15 08:19:42;395;79;5;153,27
2024-06-15 08:19:45;396;80;1;150,8
2024-06-15 08:19:48;397;80;2;148,93
2024-06-15 08:19:51;398;80;3;153,53
2024-06-15 08:19:54;399;80;4;151,33
2024-06-15 08:19:57;400;80;5;153,36
2024-06-15 08:20:00;401;81;1;149,11
2024-06-15 08:20:03;402;81;2;150,6
2024-06-15 08:20:06;403;81;3;151,51
2024-06-15 08:20:09;404;81;4;151,57
2024-06-15 08:20:12;405;81;5;150,82
2024-06-15 08:20:15;406;82;1;152,43
2024-06-15 08:20:18;407;82;2;149,9
2024-06-15 08:20:21;408;82;3;151,29
2024-06-15 08:20:24;409;82;4;151,68
2024-06-15 08:20:27;410;82;5;152,27
2024-06-15 08:20:30;411;83;1;152,57
2024-06-15 08:20:33;412;83;2;149,81
2024-06-15 08:20:36;413;83;3;149,2
2024-06-15 08:20:39;414;83;4;153,42
2024-06-15 08:20:42;415;83;5;152,0
2024-06-15 08:20:45;416;84;1;150,38
2024-06-15 08:20:48;417;84;2;153,83
2024-06-15 08:20:51;418;84;3;151,67
2024-06-15 08:20:54;419;84;4;153,27
2024-06-15 08:20:57;420;84;5;151,6
2024-06-15 08:21:00;421;85;1;154,59
2024-06-15 08:21:03;422;85;2;154,13
2024-06-15 08:21:06;423;85;3;151,13
2024-06-15 08:21:09;424;85;4;152,96
2024-06-15 08:21:12;425;85;5;152,47
2024-06-15 08:21:15;426;86;1;153,55
2024-06-15 08:21:18;427;86;2;150,05
2024-06-15 08:21:21;428;86;3;152,53
2024-06-15 08:21:24;429;86;4;153,09
2024-06-15 08:21:27;430;86;5;148,86
2024-06-15 08:21:30;431;87;1;149,73
2024-06-15 08:21:33;432;87;2;148,44
2024-06-15 08:21:36;433;87;3;151,1
2024-06-15 08:21:39;434;87;4;152,58
2024-06-15 08:21:42;435;87;5;153,75
2024-06-15 08:21:45;436;88;1;151,61
2024-06-15 08:21:48;437;88;2;153,94
2024-06-15 08:21:51;438;88;3;149,43
2024-06-15 08:21:54;439;88;4;148,94
2024-06-15 08:21:57;440;88;5;151,42
2024-06-15 08:22:00;441;89;1;152,08
2024-06-15 08:22:03;442;89;2;151,45
2024-06-15 08:22:06;443;89;3;148,4
2024-06-15 08:22:09;444;89;4;151,37
2024-06-15 08:22:12;445;89;5;149,54
2024-06-15 08:22:15;446;90;1;152,5
2024-06-15 08:22:18;447;90;2;152,05
2024-06-15 08:22:21;448;90;3;150,09
2024-06-15 08:22:24;449;90;4;150,73
2024-06-15 08:22:27;450;90;5;149,91
2024-06-15 08:22:30;451;91;1;151,41
2024-06-15 08:22:33;452;91;2;152,93
2024-06-15 08:22:36;453;91;3;150,02
2024-06-15 08:22:39;454;91;4;152,26
2024-06-15 08:22:42;455;91;5;150,7
2024-06-15 08:22:45;456;92;1;150,31
2024-06-15 08:22:48;457;92;2;151,34
2024-06-15 08:22:51;458;92;3;149,95
2024-06-15 08:22:54;459;92;4;150,67
2024-06-15 08:22:57;460;92;5;149,7
2024-06-15 08:23:00;461;93;1;154,45
2024-06-15 08:23:03;462;93;2;151,55
2024-06-15 08:23:06;463;93;3;150,45
2024-06-15 08:23:09;464;93;4;151,82
2024-06-15 08:23:12;465;93;5;151,33
2024-06-15 08:23:15;466;94;1;151,17
2024-06-15 08:23:18;467;94;2;152,42
2024-06-15 08:23:21;468;94;3;152,64
2024-06-15 08:23:24;469;94;4;150,7
2024-06-15 08:23:27;470;94;5;150,64
2024-06-15 08:23:30;471;95;1;151,09
2024-06-15 08:23:33;472;95;2;148,05
2024-06-15 08:23:36;473;95;3;149,23
2024-06-15 08:23:39;474;95;4;153,55
2024-06-15 08:23:42;475;95;5;153,97
2024-06-15 08:23:45;476;96;1;151,13
2024-06-15 08:23:48;477;96;2;152,36
2024-06-15 08:23:51;478;96;3;151,97
2024-06-15 08:23:54;479;96;4;156,12
2024-06-15 08:23:57;480;96;5;153,18
2024-06-15 08:24:00;481;97;1;151,31
2024-06-15 08:24:03;482;97;2;150,07
2024-06-15 08:24:06;483;97;3;149,09
2024-06-15 08:24:09;484;97;4;151,81
2024-06-15 08:24:12;485;97;5;150,37
2024-06-15 08:24:15;486;98;1;149,37
2024-06-15 08:24:18;487;98;2;150,53
2024-06-15 08:24:21;488;98;3;149,88
2024-06-15 08:24:24;489;98;4;154,03
2024-06-15 08:24:27;490;98;5;152,82
2024-06-15 08:24:30;491;99;1;151,49
2024-06-15 08:24:33;492;99;2;153,72
2024-06-15 08:24:36;493;99;3;151,62
2024-06-15 08:24:39;494;99;4;150,21
2024-06-15 08:24:42;495;99;5;153,78
2024-06-15 08:24:45;496;100;1;152,31
2024-06-15 08:24:48;497;100;2;149,94
2024-06-15 08:24:51;498;100;3;151,21
2024-06-15 08:24:54;499;100;4;150,19
2024-06-15 08:24:57;500;100;5;149,43
2024-06-15 08:25:00;501;101;1;152,89
2024-06-15 08:25:03;502;101;2;154,36
2024-06-15 08:25:06;503;101;3;149,4
2024-06-15 08:25:09;504;101;4;152,34
2024-06-15 08:25:12;505;101;5;150,52
2024-06-15 08:25:15;506;102;1;150,77
2024-06-15 08:25:18;507;102;2;150,61
2024-06-15 08:25:21;508;102;3;150,2
2024-06-15 08:25:24;509;102;4;151,57
2024-06-15 08:25:27;510;102;5;150,25
2024-06-15 08:25:30;511;103;1;151,91
2024-06-15 08:25:33;512;103;2;151,42
2024-06-15 08:25:36;513;103;3;151,14
2024-06-15 08:25:39;514;103;4;150,14
2024-06-15 08:25:42;515;103;5;150,63
2024-06-15 08:25:45;516;104;1;152,63
2024-06-15 08:25:48;517;104;2;152,25
2024-06-15 08:25:51;518;104;3;150,03
2024-06-15 08:25:54;519;104;4;151,65
2024-06-15 08:25:57;520;104;5;152,63
2024-06-15 08:26:00;521;105;1;149,0
2024-06-15 08:26:03;522;105;2;152,32
2024-06-15 08:26:06;523;105;3;150,51
2024-06-15 08:26:09;524;105;4;152,36
2024-06-15 08:26:12;525;105;5;150,36
2024-06-15 08:26:15;526;106;1;148,79
2024-06-15 08:26:18;527;106;2;149,06
2024-06-15 08:26:21;528;106;3;151,57
2024-06-15 08:26:24;529;106;4;151,89
2024-06-15 08:26:27;530;106;5;150,14
2024-06-15 08:26:30;531;107;1;152,46
2024-06-15 08:26:33;532;107;2;149,01
2024-06-15 08:26:36;533;107;3;151,4
2024-06-15 08:26:39;534;107;4;149,68
2024-06-15 08:26:42;535;107;5;150,52
2024-06-15 08:26:45;536;108;1;151,57
2024-06-15 08:26:48;537;108;2;150,21
2024-06-15 08:26:51;538;108;3;150,92
2024-06-15 08:26:54;539;108;4;153,01
2024-06-15 08:26:57;540;108;5;150,63
2024-06-15 08:27:00;541;109;1;152,75
2024-06-15 08:27:03;542;109;2;149,81
2024-06-15 08:27:06;543;109;3;152,29
2024-06-15 08:27:09;544;109;4;153,66
2024-06-15 08:27:12;545;109;5;147,79
2024-06-15 08:27:15;546;110;1;150,3
2024-06-15 08:27:18;547;110;2;152,37
2024-06-15 08:27:21;548;110;3;151,2
2024-06-15 08:27:24;549;110;4;152,06
2024-06-15 08:27:27;550;110;5;150,59
2024-06-15 08:27:30;551;111;1;151,63
2024-06-15 08:27:33;552;111;2;151,27
2024-06-15 08:27:36;553;111;3;153,25
2024-06-15 08:27:39;554;111;4;151,88
2024-06-15 08:27:42;555;111;5;152,01
2024-06-15 08:27:45;556;112;1;150,88
2024-06-15 08:27:48;557;112;2;150,77
2024-06-15 08:27:51;558;112;3;150,85
2024-06-15 08:27:54;559;112;4;152,09
2024-06-15 08:27:57;560;112;5;150,87
2024-06-15 08:28:00;561;113;1;151,93
2024-06-15 08:28:03;562;113;2;154,61
2024-06-15 08:28:06;563;113;3;152,81
2024-06-15 08:28:09;564;113;4;151,01
2024-06-15 08:28:12;565;113;5;153,3
2024-06-15 08:28:15;566;114;1;150,89
2024-06-15 08:28:18;567;114;2;148,44
2024-06-15 08:28:21;568;114;3;149,99
2024-06-15 08:28:24;569;114;4;148,69
2024-06-15 08:28:27;570;114;5;150,97
2024-06-15 08:28:30;571;115;1;151,53
2024-06-15 08:28:33;572;115;2;154,01
2024-06-15 08:28:36;573;115;3;151,99
2024-06-15 08:28:39;574;115;4;151,17
2024-06-15 08:28:42;575;115;5;152,74
2024-06-15 08:28:45;576;116;1;148,18
2024-06-15 08:28:48;577;116;2;151,85
2024-06-15 08:28:51;578;116;3;152,66
2024-06-15 08:28:54;579;116;4;149,28
2024-06-15 08:28:57;580;116;5;153,22
2024-06-15 08:29:00;581;117;1;152,01
2024-06-15 08:29:03;582;117;2;150,88
2024-06-15 08:29:06;583;117;3;152,45
2024-06-15 08:29:09;584;117;4;154,91
2024-06-15 08:29:12;585;117;5;151,77
2024-06-15 08:29:15;586;118;1;151,87
2024-06-15 08:29:18;587;118;2;150,81
2024-06-15 08:29:21;588;118;3;150,23
2024-06-15 08:29:24;589;118;4;152,75
2024-06-15 08:29:27;590;118;5;150,22
2024-06-15 08:29:30;591;119;1;151,61
2024-06-15 08:29:33;592;119;2;150,78
2024-06-15 08:29:36;593;119;3;152,22
2024-06-15 08:29:39;594;119;4;152,0
2024-06-15 08:29:42;595;119;5;153,06
2024-06-15 08:29:45;596;120;1;150,73
2024-06-15 08:29:48;597;120;2;151,1
2024-06-15 08:29:51;598;120;3;150,03
2024-06-15 08:29:54;599;120;4;150,83
2024-06-15 08:29:57;600;120;5;152,07
2024-06-15 08:30:00;601;121;1;152,64
2024-06-15 08:30:03;602;121;2;150,12
2024-06-15 08:30:06;603;121;3;152,8
2024-06-15 08:30:09;604;121;4;153,53
2024-06-15 08:30:12;605;121;5;152,12
2024-06-15 08:30:15;606;122;1;154,32
