timestamp;n_envase;subgrupo;pos_subgrupo;peso_g;muestra
2024-06-15 09:16:30;1531;307;1;152,6;26
2024-06-15 09:17:12;1545;309;5;151,51;26
2024-06-15 09:17:57;1560;312;5;152,03;26
2024-06-15 09:18:00;1561;313;1;152,41;27
2024-06-15 09:18:45;1576;316;1;152,41;27
2024-06-15 09:19:30;1591;319;1;150,88;27
2024-06-15 09:20:12;1605;321;5;151,78;27
2024-06-15 09:20:57;1620;324;5;154,26;27
2024-06-15 09:21:00;1621;325;1;152,71;28
2024-06-15 09:21:45;1636;328;1;151,96;28
2024-06-15 09:22:30;1651;331;1;153,46;28
2024-06-15 09:23:12;1665;333;5;154,55;28
2024-06-15 09:23:57;1680;336;5;151,99;28
2024-06-15 09:24:00;1681;337;1;153,25;29
2024-06-15 09:24:45;1696;340;1;155,58;29
2024-06-15 09:25:30;1711;343;1;154,35;29
2024-06-15 09:26:12;1725;345;5;151,31;29
2024-06-15 09:26:57;1740;348;5;155,3;29
2024-06-15 09:27:00;1741;349;1;152,58;30
2024-06-15 09:27:45;1756;352;1;154,83;30
2024-06-15 09:28:30;1771;355;1;152,86;30
2024-06-15 09:29:12;1785;357;5;152,93;30
2024-06-15 09:29:57;1800;360;5;152,87;30
2024-06-15 09:30:00;1801;361;1;155,69;31
2024-06-15 09:30:45;1816;364;1;151,53;31
2024-06-15 09:31:30;1831;367;1;153,95;31
2024-06-15 09:32:12;1845;369;5;153,15;31
2024-06-15 09:32:57;1860;372;5;153,32;31
2024-06-15 09:33:00;1861;373;1;152,74;32
2024-06-15 09:33:45;1876;376;1;155,06;32
2024-06-15 09:34:30;1891;379;1;153,81;32
2024-06-15 09:35:12;1905;381;5;152,85;32
2024-06-15 09:35:57;1920;384;5;152,33;32
2024-06-15 09:36:00;1921;385;1;150,07;33
2024-06-15 09:36:45;1936;388;1;150,81;33
2024-06-15 09:37:30;1951;391;1;150,43;33
2024-06-15 09:38:12;1965;393;5;153,94;33
2024-06-15 09:38:57;1980;396;5;153,74;33
2024-06-15 09:39:00;1981;397;1;151,68;34
2024-06-15 09:39:45;1996;400;1;154,77;34
2024-06-15 09:40:30;2011;403;1;150,78;34
2024-06-15 09:41:12;2025;405;5;148,68;34
2024-06-15 09:41:57;2040;408;5;150,58;34
2024-06-15 09:42:00;2041;409;1;152,2;35
2024-06-15 09:42:45;2056;412;1;152,04;35
2024-06-15 09:43:30;2071;415;1;154,74;35
2024-06-15 09:44:12;2085;417;5;152,48;35
2024-06-15 09:44:57;2100;420;5;154,56;35
2024-06-15 09:45:00;2101;421;1;153,91;36
2024-06-15 09:45:45;2116;424;1;152,6;36
2024-06-15 09:46:30;2131;427;1;154,05;36
2024-06-15 09:47:12;2145;429;5;153,07;36
2024-06-15 09:47:57;2160;432;5;154,27;36
2024-06-15 09:48:00;2161;433;1;151,77;37
2024-06-15 09:48:45;2176;436;1;156,6;37
2024-06-15 09:49:30;2191;439;1;151,09;37
2024-06-15 09:50:12;2205;441;5;152,07;37
2024-06-15 09:50:57;2220;444;5;153,16;37
2024-06-15 09:51:00;2221;445;1;153,0;38
2024-06-15 09:51:45;2236;448;1;154,66;38
2024-06-15 09:52:30;2251;451;1;153,4;38
2024-06-15 09:53:12;2265;453;5;154,63;38
2024-06-15 09:53:57;2280;456;5;154,33;38
2024-06-15 09:54:00;2281;457;1;151,05;39
2024-06-15 09:54:45;2296;460;1;154,45;39
2024-06-15 09:55:30;2311;463;1;153,21;39
2024-06-15 09:56:12;2325;465;5;153,7;39
2024-06-15 09:56:57;2340;468;5;152,74;39
2024-06-15 09:57:00;2341;469;1;154,79;40
2024-06-15 09:57:45;2356;472;1;154,16;40
2024-06-15 09:58:30;2371;475;1;153,56;40
2024-06-15 09:59:12;2385;477;5;153,86;40
2024-06-15 09:59:57;2400;480;5;153,94;40
2024-06-15 10:00:00;2401;481;1;152,76;41
2024-06-15 10:00:45;2416;484;1;154,27;41
2024-06-15 10:01:30;2431;487;1;154,74;41
2024-06-15 10:02:12;2445;489;5;153,15;41
2024-06-15 10:02:57;2460;492;5;154,64;41
2024-06-15 10:03:00;2461;493;1;154,06;42
2024-06-15 10:03:45;2476;496;1;155,05;42
2024-06-15 10:04:30;2491;499;1;153,97;42
2024-06-15 10:05:12;2505;501;5;152,32;42
2024-06-15 10:05:57;2520;504;5;152,52;42
2024-06-15 10:06:00;2521;505;1;154,01;43
2024-06-15 10:06:45;2536;508;1;153,16;43
2024-06-15 10:07:30;2551;511;1;151,07;43
2024-06-15 10:08:12;2565;513;5;152,01;43
2024-06-15 10:08:57;2580;516;5;155,84;43
2024-06-15 10:09:00;2581;517;1;153,71;44
2024-06-15 10:09:45;2596;520;1;149,63;44
2024-06-15 10:10:30;2611;523;1;153,83;44
2024-06-15 10:11:12;2625;525;5;153,36;44
2024-06-15 10:11:57;2640;528;5;153,2;44
2024-06-15 10:12:00;2641;529;1;155,26;45
2024-06-15 10:12:45;2656;532;1;153,68;45
2024-06-15 10:13:30;2671;535;1;151,2;45
2024-06-15 10:14:12;2685;537;5;152,65;45
2024-06-15 10:14:57;2700;540;5;153,99;45
2024-06-15 10:15:00;2701;541;1;152,53;46
2024-06-15 10:15:45;2716;544;1;148,65;46
2024-06-15 10:16:30;2731;547;1;153,5;46
2024-06-15 10:17:12;2745;549;5;147,76;46
2024-06-15 10:17:57;2760;552;5;152,33;46
2024-06-15 10:18:00;2761;553;1;152,29;47
2024-06-15 10:18:45;2776;556;1;150,77;47
2024-06-15 10:19:30;2791;559;1;151,94;47
2024-06-15 10:20:12;2805;561;5;150,81;47
2024-06-15 10:20:57;2820;564;5;147,91;47
2024-06-15 10:21:00;2821;565;1;150,33;48
2024-06-15 10:21:45;2836;568;1;150,15;48
2024-06-15 10:22:30;2851;571;1;149,63;48
2024-06-15 10:23:12;2865;573;5;150,96;48
2024-06-15 10:23:57;2880;576;5;149,92;48
2024-06-15 10:24:00;2881;577;1;146,79;49
2024-06-15 10:24:45;2896;580;1;155,89;49
2024-06-15 10:25:30;2911;583;1;149,05;49
2024-06-15 10:26:12;2925;585;5;149,89;49
2024-06-15 10:26:57;2940;588;5;149,01;49
2024-06-15 10:27:00;2941;589;1;151,04;50
2024-06-15 10:27:45;2956;592;1;152,02;50
2024-06-15 10:28:30;2971;595;1;146,38;50
2024-06-15 10:29:12;2985;597;5;146,67;50
2024-06-15 10:29:57;3000;600;5;148,77;50
2024-06-15 10:30:00;3001;601;1;146,63;51
2024-06-15 10:30:45;3016;604;1;151,09;51
2024-06-15 10:31:30;3031;607;1;145,65;51
2024-06-15 10:32:12;3045;609;5;150,61;51
2024-06-15 10:32:57;3060;612;5;148,87;51
2024-06-15 10:33:00;3061;613;1;150,0;52
2024-06-15 10:33:45;3076;616;1;152,42;52
2024-06-15 10:34:30;3091;619;1;146,54;52
2024-06-15 10:35:12;3105;621;5;148,3;52
2024-06-15 10:35:57;3120;624;5;152,25;52
2024-06-15 10:36:00;3121;625;1;148,69;53
2024-06-15 10:36:45;3136;628;1;150,25;53
2024-06-15 10:37:30;3151;631;1;150,94;53
2024-06-15 10:38:12;3165;633;5;147,51;53
2024-06-15 10:38:57;3180;636;5;150,4;53
2024-06-15 10:39:00;3181;637;1;151,21;54
2024-06-15 10:39:45;3196;640;1;146,18;54
2024-06-15 10:40:30;3211;643;1;151,61;54
2024-06-15 10:41:12;3225;645;5;150,01;54
2024-06-15 10:41:57;3240;648;5;151,21;54
2024-06-15 10:42:00;3241;649;1;149,52;55
2024-06-15 10:42:45;3256;652;1;149,77;55
2024-06-15 10:43:30;3271;655;1;149,1;55
2024-06-15 10:44:12;3285;657;5;146,56;55
2024-06-15 10:44:57;3300;660;5;151,66;55
2024-06-15 10:45:00;3301;661;1;150,15;56
2024-06-15 10:45:45;3316;664;1;150,3;56
2024-06-15 10:46:30;3331;667;1;151,28;56
2024-06-15 10:47:12;3345;669;5;147,61;56
2024-06-15 10:47:57;3360;672;5;147,56;56
2024-06-15 10:48:00;3361;673;1;147,21;57
2024-06-15 10:48:45;3376;676;1;147,45;57
2024-06-15 10:49:30;3391;679;1;146,3;57
2024-06-15 10:50:12;3405;681;5;150,39;57
2024-06-15 10:50:57;3420;684;5;148,4;57
2024-06-15 10:51:00;3421;685;1;148,24;58
2024-06-15 10:51:45;3436;688;1;151,36;58
2024-06-15 10:52:30;3451;691;1;148,49;58
2024-06-15 10:53:12;3465;693;5;149,87;58
2024-06-15 10:53:57;3480;696;5;152,47;58
2024-06-15 10:54:00;3481;697;1;148,85;59
2024-06-15 10:54:45;3496;700;1;153,69;59
2024-06-15 10:55:30;3511;703;1;152,17;59
2024-06-15 10:56:12;3525;705;5;148,22;59
2024-06-15 10:56:57;3540;708;5;149,14;59
2024-06-15 10:57:00;3541;709;1;150,24;60
2024-06-15 10:57:45;3556;712;1;149,43;60
2024-06-15 10:58:30;3571;715;1;148,83;60
2024-06-15 10:59:12;3585;717;5;149,66;60
2024-06-15 10:59:57;3600;720;5;148,98;60
2024-06-15 11:00:00;3601;721;1;147,6;61
2024-06-15 11:00:45;3616;724;1;151,21;61
2024-06-15 11:01:30;3631;727;1;150,9;61
2024-06-15 11:02:12;3645;729;5;147,59;61
2024-06-15 11:02:57;3660;732;5;154,77;61
2024-06-15 11:03:00;3661;733;1;148,64;62
2024-06-15 11:03:45;3676;736;1;149,68;62
2024-06-15 11:04:30;3691;739;1;150,79;62
2024-06-15 11:05:12;3705;741;5;149,16;62
2024-06-15 11:05:57;3720;744;5;149,24;62
2024-06-15 11:06:00;3721;745;1;151,96;63
2024-06-15 11:06:45;3736;748;1;149,2;63
2024-06-15 11:07:30;3751;751;1;148,03;63
2024-06-15 11:08:12;3765;753;5;150,07;63
2024-06-15 11:08:57;3780;756;5;149,28;63
2024-06-15 11:09:00;3781;757;1;149,12;64
2024-06-15 11:09:45;3796;760;1;148,66;64
2024-06-15 11:10:30;3811;763;1;146,93;64
2024-06-15 11:11:12;3825;765;5;147,76;64
2024-06-15 11:11:57;3840;768;5;148,69;64
2024-06-15 11:12:00;3841;769;1;147,89;65
2024-06-15 11:12:45;3856;772;1;149,1;65
2024-06-15 11:13:30;3871;775;1;145,79;65
2024-06-15 11:14:12;3885;777;5;149,33;65
2024-06-15 11:14:57;3900;780;5;150,53;65
2024-06-15 11:15:00;3901;781;1;147,99;66
2024-06-15 11:15:45;3916;784;1;149,25;66
2024-06-15 11:16:30;3931;787;1;151,34;66
2024-06-15 11:17:12;3945;789;5;148,36;66
2024-06-15 11:17:57;3960;792;5;150,02;66
2024-06-15 11:18:00;3961;793;1;147,46;67
2024-06-15 11:18:45;3976;796;1;150,04;67
2024-06-15 11:19:30;3991;799;1;144,73;67
2024-06-15 11:20:12;4005;801;5;145,62;67
2024-06-15 11:20:57;4020;804;5;149,25;67
2024-06-15 11:21:00;4021;805;1;155,72;68
2024-06-15 11:21:45;4036;808;1;152,26;68
2024-06-15 11:22:30;4051;811;1;147,35;68
2024-06-15 11:23:12;4065;813;5;146,6;68
2024-06-15 11:23:57;4080;816;5;148,6;68
2024-06-15 11:24:00;4081;817;1;151,37;69
2024-06-15 11:24:45;4096;820;1;146,44;69
2024-06-15 11:25:30;4111;823;1;152,92;69
2024-06-15 11:26:12;4125;825;5;150,42;69
2024-06-15 11:26:57;4140;828;5;149,51;69
2024-06-15 11:27:00;4141;829;1;151,37;70
2024-06-15 11:27:45;4156;832;1;148,84;70
2024-06-15 11:28:30;4171;835;1;144,77;70
2024-06-15 11:29:12;4185;837;5;148,03;70
2024-06-15 11:29:57;4200;840;5;151,27;70
2024-06-15 11:30:00;4201;841;1;150,26;71
2024-06-15 11:30:45;4216;844;1;151,25;71
2024-06-15 11:31:30;4231;847;1;144,56;71
2024-06-15 11:32:12;4245;849;5;149,58;71
2024-06-15 11:32:57;4260;852;5;146,68;71
2024-06-15 11:33:00;4261;853;1;152,68;72
2024-06-15 11:33:45;4276;856;1;149,18;72
2024-06-15 11:34:30;4291;859;1;151,14;72
2024-06-15 11:35:12;4305;861;5;145,26;72
2024-06-15 11:35:57;4320;864;5;148,4;72
2024-06-15 11:36:00;4321;865;1;149,44;73
2024-06-15 11:36:45;4336;868;1;147,38;73
2024-06-15 11:37:30;4351;871;1;142,77;73
2024-06-15 11:38:12;4365;873;5;147,52;73
2024-06-15 11:38:57;4380;876;5;146,91;73
2024-06-15 11:39:00;4381;877;1;150,03;74
2024-06-15 11:39:45;4396;880;1;144,93;74
2024-06-15 11:40:30;4411;883;1;147,24;74
2024-06-15 11:41:12;4425;885;5;146,44;74
2024-06-15 11:41:57;4440;888;5;151,21;74
2024-06-15 11:42:00;4441;889;1;144,85;75
2024-06-15 11:42:45;4456;892;1;150,5;75
2024-06-15 11:43:30;4471;895;1;150,62;75
2024-06-15 11:44:12;4485;897;5;149,38;75
2024-06-15 11:44:57;4500;900;5;145,32;75
2024-06-15 11:45:00;4501;901;1;150,06;76
2024-06-15 11:45:45;4516;904;1;150,13;76
2024-06-15 11:46:30;4531;907;1;151,75;76
2024-06-15 11:47:12;4545;909;5;152,06;76
2024-06-15 11:47:57;4560;912;5;152,48;76
2024-06-15 11:48:00;4561;913;1;149,89;77
2024-06-15 11:48:45;4576;916;1;151,17;77
2024-06-15 11:49:30;4591;919;1;150,58;77
2024-06-15 11:50:12;4605;921;5;149,86;77
2024-06-15 11:50:57;4620;924;5;151,34;77
2024-06-15 11:51:00;4621;925;1;150,82;78
2024-06-15 11:51:45;4636;928;1;147,13;78
2024-06-15 11:52:30;4651;931;1;151,13;78
2024-06-15 11:53:12;4665;933;5;152,58;78
2024-06-15 11:53:57;4680;936;5;151,88;78
2024-06-15 11:54:00;4681;937;1;151,15;79
2024-06-15 11:54:45;4696;940;1;151,2;79
2024-06-15 11:55:30;4711;943;1;150,59;79
2024-06-15 11:56:12;4725;945;5;151,38;79
2024-06-15 11:56:57;4740;948;5;152,55;79
2024-06-15 11:57:00;4741;949;1;152,28;80
2024-06-15 11:57:45;4756;952;1;151,94;80
2024-06-15 11:58:30;4771;955;1;151,52;80
2024-06-15 11:59:12;4785;957;5;155,63;80
2024-06-15 11:59:57;4800;960;5;152,61;80
2024-06-15 12:00:00;4801;961;1;152,26;81
2024-06-15 12:00:45;4816;964;1;151,13;81
2024-06-15 12:01:30;4831;967;1;152,8;81
2024-06-15 12:02:12;4845;969;5;153,25;81
2024-06-15 12:02:57;4860;972;5;151,29;81
2024-06-15 12:03:00;4861;973;1;150,79;82
2024-06-15 12:03:45;4876;976;1;149,98;82
2024-06-15 12:04:30;4891;979;1;150,27;82
2024-06-15 12:05:12;4905;981;5;152,47;82
2024-06-15 12:05:57;4920;984;5;153,44;82
2024-06-15 12:06:00;4921;985;1;154,0;83
2024-06-15 12:06:45;4936;988;1;152,32;83
2024-06-15 12:07:30;4951;991;1;151,86;83
2024-06-15 12:08:12;4965;993;5;150,52;83
2024-06-15 12:08:57;4980;996;5;148,17;83
2024-06-15 12:09:00;4981;997;1;149,7;84
2024-06-15 12:09:45;4996;1000;1;151,43;84
2024-06-15 12:10:30;5011;1003;1;153,9;84
2024-06-15 12:11:12;5025;1005;5;154,92;84
2024-06-15 12:11:57;5040;1008;5;152,07;84
2024-06-15 12:12:00;5041;1009;1;152,25;85
2024-06-15 12:12:45;5056;1012;1;149,82;85
2024-06-15 12:13:30;5071;1015;1;149,73;85
2024-06-15 12:14:12;5085;1017;5;152,93;85
2024-06-15 12:14:57;5100;1020;5;151,6;85
2024-06-15 12:15:00;5101;1021;1;153,04;86
2024-06-15 12:15:45;5116;1024;1;152,28;86
2024-06-15 12:16:30;5131;1027;1;152,15;86
2024-06-15 12:17:12;5145;1029;5;152,86;86
2024-06-15 12:17:57;5160;1032;5;149,8;86
2024-06-15 12:18:00;5161;1033;1;151,91;87
2024-06-15 12:18:45;5176;1036;1;154,2;87
2024-06-15 12:19:30;5191;1039;1;150,55;87
2024-06-15 12:20:12;5205;1041;5;155,07;87
2024-06-15 12:20:57;5220;1044;5;149,7;87
2024-06-15 12:21:00;5221;1045;1;154,18;88
2024-06-15 12:21:45;5236;1048;1;154,6;88
2024-06-15 12:22:30;5251;1051;1;150,05;88
2024-06-15 12:23:12;5265;1053;5;153,29;88
2024-06-15 12:23:57;5280;1056;5;151,62;88
2024-06-15 12:24:00;5281;1057;1;150,54;89
2024-06-15 12:24:45;5296;1060;1;151,25;89
2024-06-15 12:25:30;5311;1063;1;151,09;89
2024-06-15 12:26:12;5325;1065;5;151,8;89
2024-06-15 12:26:57;5340;1068;5;152,66;89
2024-06-15 12:27:00;5341;1069;1;149,92;90
2024-06-15 12:27:45;5356;1072;1;152,84;90
2024-06-15 12:28:30;5371;1075;1;149,64;90
2024-06-15 12:29:12;5385;1077;5;152,76;90
2024-06-15 12:29:57;5400;1080;5;151,97;90
2024-06-15 12:30:00;5401;1081;1;149,72;91
2024-06-15 12:30:45;5416;1084;1;152,47;91
2024-06-15 12:31:30;5431;1087;1;150,47;91
2024-06-15 12:32:12;5445;1089;5;152,63;91
2024-06-15 12:32:57;5460;1092;5;151,19;91
2024-06-15 12:33:00;5461;1093;1;151,45;92
2024-06-15 12:33:45;5476;1096;1;153,96;92
2024-06-15 12:34:30;5491;1099;1;150,88;92
2024-06-15 12:35:12;5505;1101;5;150,77;92
2024-06-15 12:35:57;5520;1104;5;149,25;92
2024-06-15 12:36:00;5521;1105;1;150,38;93
2024-06-15 12:36:45;5536;1108;1;155,25;93
2024-06-15 12:37:30;5551;1111;1;150,04;93
2024-06-15 12:38:12;5565;1113;5;151,55;93
2024-06-15 12:38:57;5580;1116;5;151,52;93
2024-06-15 12:39:00;5581;1117;1;154,35;94
2024-06-15 12:39:45;5596;1120;1;148,89;94
2024-06-15 12:40:30;5611;1123;1;152,49;94
2024-06-15 12:41:12;5625;1125;5;154,07;94
2024-06-15 12:41:57;5640;1128;5;151,85;94
2024-06-15 12:42:00;5641;1129;1;152,68;95
2024-06-15 12:42:45;5656;1132;1;150,29;95
2024-06-15 12:43:30;5671;1135;1;155,25;95
2024-06-15 12:44:12;5685;1137;5;150,65;95
2024-06-15 12:44:57;5700;1140;5;152,42;95
2024-06-15 12:45:00;5701;1141;1;151,46;96
2024-06-15 12:45:45;5716;1144;1;150,86;96
2024-06-15 12:46:30;5731;1147;1;151,28;96
2024-06-15 12:47:12;5745;1149;5;148,85;96
2024-06-15 12:47:57;5760;1152;5;152,78;96
2024-06-15 12:48:00;5761;1153;1;151,54;97
2024-06-15 12:48:45;5776;1156;1;149,55;97
2024-06-15 12:49:30;5791;1159;1;149,06;97
2024-06-15 12:50:12;5805;1161;5;153,27;97
2024-06-15 12:50:57;5820;1164;5;151,1;97
2024-06-15 12:51:00;5821;1165;1;151,55;98
2024-06-15 12:51:45;5836;1168;1;150,87;98
2024-06-15 12:52:30;5851;1171;1;151,86;98
2024-06-15 12:53:12;5865;1173;5;150,65;98
2024-06-15 12:53:57;5880;1176;5;151,98;98
2024-06-15 12:54:00;5881;1177;1;147,89;99
2024-06-15 12:54:45;5896;1180;1;153,01;99
2024-06-15 12:55:30;5911;1183;1;152,26;99
2024-06-15 12:56:12;5925;1185;5;148,87;99
2024-06-15 12:56:57;5940;1188;5;154,85;99
2024-06-15 12:57:00;5941;1189;1;149,52;100
2024-06-15 12:57:45;5956;1192;1;152,79;100
2024-06-15 12:58:30;5971;1195;1;152,96;100
2024-06-15 12:59:12;5985;1197;5;153,89;100
2024-06-15 12:59:57;6000;1200;5;149,74;100
2024-06-15 13:00:00;6001;1201;1;149,83;101
2024-06-15 13:00:45;6016;1204;1;150,21;101
2024-06-15 13:01:30;6031;1207;1;149,05;101
2024-06-15 13:02:12;6045;1209;5;151,66;101
2024-06-15 13:02:57;6060;1212;5;152,4;101
2024-06-15 13:03:00;6061;1213;1;151,57;102
2024-06-15 13:03:45;6076;1216;1;150,34;102
2024-06-15 13:04:30;6091;1219;1;152,62;102
2024-06-15 13:05:12;6105;1221;5;150,16;102
2024-06-15 13:05:57;6120;1224;5;150,98;102
2024-06-15 13:06:00;6121;1225;1;151,33;103
2024-06-15 13:06:45;6136;1228;1;149,78;103
2024-06-15 13:07:30;6151;1231;1;154,34;103
2024-06-15 13:08:12;6165;1233;5;153,87;103
2024-06-15 13:08:57;6180;1236;5;152,82;103
2024-06-15 13:09:00;6181;1237;1;152,95;104
2024-06-15 13:09:45;6196;1240;1;151,28;104
2024-06-15 13:10:30;6211;1243;1;152,98;104
2024-06-15 13:11:12;6225;1245;5;152,28;104
2024-06-15 13:11:57;6240;1248;5;152,04;104
2024-06-15 13:12:00;6241;1249;1;151,18;105
2024-06-15 13:12:45;6256;1252;1;148,19;105
2024-06-15 13:13:30;6271;1255;1;150,96;105
2024-06-15 13:14:12;6285;1257;5;150,61;105
2024-06-15 13:14:57;6300;1260;5;150,62;105
2024-06-15 13:15:00;6301;1261;1;151,17;106
2024-06-15 13:15:45;6316;1264;1;152,57;106
2024-06-15 13:16:30;6331;1267;1;153,48;106
2024-06-15 13:17:12;6345;1269;5;151,55;106
2024-06-15 13:17:57;6360;1272;5;149,25;106
2024-06-15 13:18:00;6361;1273;1;152,85;107
2024-06-15 13:18:45;6376;1276;1;153,15;107
2024-06-15 13:19:30;6391;1279;1;148,59;107
2024-06-15 13:20:12;6405;1281;5;152,28;107
