hora_envasado,peso_g
2024-10-01 08:07:24,153.8
2024-10-01 08:07:27,153.24
2024-10-01 08:07:30,153.13
2024-10-01 08:07:33,153.37
2024-10-01 08:07:36,150.8
2024-10-01 08:07:39,153.08
2024-10-01 08:07:42,153.23
2024-10-01 08:07:45,150.71
2024-10-01 08:07:48,157.16
2024-10-01 08:07:51,153.68
2024-10-01 08:07:54,149.52
2024-10-01 08:07:57,154.14
2024-10-01 08:08:00,150.06
2024-10-01 08:08:03,154.47
2024-10-01 08:08:06,155.4
2024-10-01 08:08:09,150.45
2024-10-01 08:08:12,154.91
2024-10-01 08:08:15,153.53
2024-10-01 08:08:18,154.56
2024-10-01 08:08:21,157.24
2024-10-01 08:08:24,151.89
2024-10-01 08:08:27,150.62
2024-10-01 08:08:30,150.28
2024-10-01 08:08:33,150.46
2024-10-01 08:08:36,152.31
2024-10-01 08:08:39,153.35
2024-10-01 08:08:42,153.19
2024-10-01 08:08:45,154.57
2024-10-01 08:08:48,152.53
2024-10-01 08:08:51,156.13
2024-10-01 08:08:54,151.84
2024-10-01 08:08:57,159.3
2024-10-01 08:09:00,154.06
2024-10-01 08:09:03,150.36
2024-10-01 08:09:06,149.82
2024-10-01 08:09:09,153.71
2024-10-01 08:09:12,151.94
2024-10-01 08:09:15,154.29
2024-10-01 08:09:18,153.68
2024-10-01 08:09:21,152.32
2024-10-01 08:09:24,150.38
2024-10-01 08:09:27,148.71
2024-10-01 08:09:30,151.38
2024-10-01 08:09:33,154.64
2024-10-01 08:09:36,153.04
2024-10-01 08:09:39,149.39
2024-10-01 08:09:42,152.93
2024-10-01 08:09:45,153.46
2024-10-01 08:09:48,150.29
2024-10-01 08:09:51,152.88
2024-10-01 08:09:54,152.65
2024-10-01 08:09:57,149.64
2024-10-01 08:10:00,153.39
2024-10-01 08:10:03,153.9
2024-10-01 08:10:06,155.21
2024-10-01 08:10:09,155.13
2024-10-01 08:10:12,149.06
2024-10-01 08:10:15,150.16
2024-10-01 08:10:18,153.79
2024-10-01 08:10:21,153.78
2024-10-01 08:10:24,153.79
2024-10-01 08:10:27,162.13
2024-10-01 08:10:30,153.93
2024-10-01 08:10:33,155.34
2024-10-01 08:10:36,154.89
2024-10-01 08:10:39,154.13
2024-10-01 08:10:42,151.71
2024-10-01 08:10:45,154.4
2024-10-01 08:10:48,150.57
2024-10-01 08:10:51,151.91
2024-10-01 08:10:54,151.29
2024-10-01 08:10:57,152.7
2024-10-01 08:11:00,158.29
2024-10-01 08:11:03,147.83
2024-10-01 08:11:06,154.22
2024-10-01 08:11:09,148.47
2024-10-01 08:11:12,151.32
2024-10-01 08:11:15,155.22
2024-10-01 08:11:18,152.66
2024-10-01 08:11:21,149.81
2024-10-01 08:11:24,150.71
2024-10-01 08:11:27,154.2
2024-10-01 08:11:30,150.67
2024-10-01 08:11:33,153.04
2024-10-01 08:11:36,152.61
2024-10-01 08:11:39,150.87
2024-10-01 08:11:42,157.86
2024-10-01 08:11:45,154.08
2024-10-01 08:11:48,147.44
2024-10-01 08:11:51,152.97
2024-10-01 08:11:54,150.85
2024-10-01 08:11:57,154.63
2024-10-01 08:12:00,150.52
2024-10-01 08:12:03,152.21
2024-10-01 08:12:06,153.76
2024-10-01 08:12:09,154.66
2024-10-01 08:12:12,149.5
2024-10-01 08:12:15,151.66
2024-10-01 08:12:18,151.31
2024-10-01 08:12:21,150.87
2024-10-01 08:12:24,156.91
2024-10-01 08:12:27,153.51
2024-10-01 08:12:30,149.35
2024-10-01 08:12:33,154.79
2024-10-01 08:12:36,157.81
2024-10-01 08:12:39,155.08
2024-10-01 08:12:42,148.7
2024-10-01 08:12:45,151.29
2024-10-01 08:12:48,155.67
2024-10-01 08:12:51,150.73
2024-10-01 08:12:54,153.61
2024-10-01 08:12:57,154.44
2024-10-01 08:13:00,150.18
2024-10-01 08:13:03,152.35
2024-10-01 08:13:06,144.4
2024-10-01 08:13:09,149.94
2024-10-01 08:13:12,151.87
2024-10-01 08:13:15,149.38
2024-10-01 08:13:18,156.58
2024-10-01 08:13:21,148.92
2024-10-01 08:13:24,151.4
2024-10-01 08:13:27,152.83
2024-10-01 08:13:30,156.1
2024-10-01 08:13:33,148.91
2024-10-01 08:13:36,155.41
2024-10-01 08:13:39,152.53
2024-10-01 08:13:42,150.05
2024-10-01 08:13:45,153.66
2024-10-01 08:13:48,153.0
2024-10-01 08:13:51,151.0
2024-10-01 08:13:54,152.67
2024-10-01 08:13:57,151.54
2024-10-01 08:14:00,152.78
2024-10-01 08:14:03,154.16
2024-10-01 08:14:06,156.47
2024-10-01 08:14:09,149.41
2024-10-01 08:14:12,157.83
2024-10-01 08:14:15,147.62
2024-10-01 08:14:18,152.12
2024-10-01 08:14:21,153.97
2024-10-01 08:14:24,153.2
2024-10-01 08:14:27,150.94
2024-10-01 08:14:30,151.98
2024-10-01 08:14:33,151.27
2024-10-01 08:14:36,151.03
2024-10-01 08:14:39,154.62
2024-10-01 08:14:42,153.39
2024-10-01 08:14:45,150.77
2024-10-01 08:14:48,154.75
2024-10-01 08:14:51,153.27
2024-10-01 08:14:54,154.53
2024-10-01 08:14:57,154.07
2024-10-01 08:15:00,150.43
2024-10-01 08:15:03,151.1
2024-10-01 08:15:06,154.37
2024-10-01 08:15:09,154.03
2024-10-01 08:15:12,152.45
2024-10-01 08:15:15,152.79
2024-10-01 08:15:18,155.69
2024-10-01 08:15:21,151.02
2024-10-01 08:15:24,153.87
2024-10-01 08:15:27,151.99
2024-10-01 08:15:30,151.96
2024-10-01 08:15:33,155.25
2024-10-01 08:15:36,154.56
2024-10-01 08:15:39,154.53
2024-10-01 08:15:42,155.76
2024-10-01 08:15:45,152.55
2024-10-01 08:15:48,154.2
2024-10-01 08:15:51,151.72
2024-10-01 08:15:54,153.31
2024-10-01 08:15:57,152.17
2024-10-01 08:16:00,152.74
2024-10-01 08:16:03,153.99
2024-10-01 08:16:06,150.45
2024-10-01 08:16:09,157.73
2024-10-01 08:16:12,149.98
2024-10-01 08:16:15,149.46
2024-10-01 08:16:18,155.4
2024-10-01 08:16:21,154.48
2024-10-01 08:16:24,154.06
2024-10-01 08:16:27,154.07
2024-10-01 08:16:30,152.47
2024-10-01 08:16:33,150.26
2024-10-01 08:16:36,152.69
2024-10-01 08:16:39,150.81
2024-10-01 08:16:42,154.94
2024-10-01 08:16:45,152.13
2024-10-01 08:16:48,150.44
2024-10-01 08:16:51,151.7
2024-10-01 08:16:54,153.53
2024-10-01 08:16:57,151.09
2024-10-01 08:17:00,150.44
2024-10-01 08:17:03,153.11
2024-10-01 08:17:06,153.11
2024-10-01 08:17:09,151.23
2024-10-01 08:17:12,151.32
2024-10-01 08:17:15,153.08
2024-10-01 08:17:18,148.88
2024-10-01 08:17:21,148.98
2024-10-01 08:17:24,150.7
2024-10-01 08:17:27,151.97
2024-10-01 08:17:30,153.28
2024-10-01 08:17:33,156.19
2024-10-01 08:17:36,154.64
2024-10-01 08:17:39,152.1
2024-10-01 08:17:42,152.45
2024-10-01 08:17:45,149.99
2024-10-01 08:17:48,152.45
2024-10-01 08:17:51,151.78
2024-10-01 08:17:54,153.31
2024-10-01 08:17:57,150.43
2024-10-01 08:18:00,153.8
2024-10-01 08:18:03,156.33
2024-10-01 08:18:06,152.23
2024-10-01 08:18:09,153.5
2024-10-01 08:18:12,154.23
2024-10-01 08:18:15,151.5
2024-10-01 08:18:18,153.06
2024-10-01 08:18:21,152.53
2024-10-01 08:18:24,152.74
2024-10-01 08:18:27,150.57
2024-10-01 08:18:30,152.56
2024-10-01 08:18:33,153.74
2024-10-01 08:18:36,156.13
2024-10-01 08:18:39,154.9
2024-10-01 08:18:42,157.88
2024-10-01 08:18:45,150.58
2024-10-01 08:18:48,154.68
2024-10-01 08:18:51,152.96
2024-10-01 08:18:54,157.97
2024-10-01 08:18:57,150.48
2024-10-01 08:19:00,150.4
2024-10-01 08:19:03,151.0
2024-10-01 08:19:06,147.19
2024-10-01 08:19:09,151.19
2024-10-01 08:19:12,150.6
2024-10-01 08:19:15,152.88
2024-10-01 08:19:18,153.35
2024-10-01 08:19:21,157.19
2024-10-01 08:19:24,154.88
2024-10-01 08:19:27,151.06
2024-10-01 08:19:30,150.25
2024-10-01 08:19:33,153.73
2024-10-01 08:19:36,149.2
2024-10-01 08:19:39,157.08
2024-10-01 08:19:42,155.45
2024-10-01 08:19:45,151.33
2024-10-01 08:19:48,148.22
2024-10-01 08:19:51,155.88
2024-10-01 08:19:54,152.21
2024-10-01 08:19:57,155.59
2024-10-01 08:20:00,148.51
2024-10-01 08:20:03,151.0
2024-10-01 08:20:06,152.51
2024-10-01 08:20:09,152.62
2024-10-01 08:20:12,151.37
2024-10-01 08:20:15,154.06
2024-10-01 08:20:18,149.83
2024-10-01 08:20:21,152.14
2024-10-01 08:20:24,152.8
2024-10-01 08:20:27,153.79
2024-10-01 08:20:30,154.28
2024-10-01 08:20:33,149.69
2024-10-01 08:20:36,148.66
2024-10-01 08:20:39,155.69
2024-10-01 08:20:42,153.33
2024-10-01 08:20:45,150.63
2024-10-01 08:20:48,156.38
2024-10-01 08:20:51,152.79
2024-10-01 08:20:54,155.45
2024-10-01 08:20:57,152.67
2024-10-01 08:21:00,157.65
2024-10-01 08:21:03,156.89
2024-10-01 08:21:06,151.88
2024-10-01 08:21:09,154.93
2024-10-01 08:21:12,154.11
2024-10-01 08:21:15,155.92
2024-10-01 08:21:18,150.09
2024-10-01 08:21:21,154.22
2024-10-01 08:21:24,155.15
2024-10-01 08:21:27,148.1
2024-10-01 08:21:30,149.54
2024-10-01 08:21:33,147.4
2024-10-01 08:21:36,151.83
2024-10-01 08:21:39,154.29
2024-10-01 08:21:42,156.26
2024-10-01 08:21:45,152.69
2024-10-01 08:21:48,156.57
2024-10-01 08:21:51,149.05
2024-10-01 08:21:54,148.24
2024-10-01 08:21:57,152.36
2024-10-01 08:22:00,153.46
2024-10-01 08:22:03,152.42
2024-10-01 08:22:06,147.33
2024-10-01 08:22:09,152.28
2024-10-01 08:22:12,149.24
2024-10-01 08:22:15,154.17
2024-10-01 08:22:18,153.42
2024-10-01 08:22:21,150.15
2024-10-01 08:22:24,151.22
2024-10-01 08:22:27,149.85
2024-10-01 08:22:30,152.34
2024-10-01 08:22:33,154.89
2024-10-01 08:22:36,150.04
2024-10-01 08:22:39,153.76
2024-10-01 08:22:42,151.17
2024-10-01 08:22:45,150.52
2024-10-01 08:22:48,152.23
2024-10-01 08:22:51,149.91
2024-10-01 08:22:54,151.12
2024-10-01 08:22:57,149.51
2024-10-01 08:23:00,157.41
2024-10-01 08:23:03,152.59
2024-10-01 08:23:06,150.75
2024-10-01 08:23:09,153.03
2024-10-01 08:23:12,152.22
2024-10-01 08:23:15,151.95
2024-10-01 08:23:18,154.04
2024-10-01 08:23:21,154.39
2024-10-01 08:23:24,151.17
2024-10-01 08:23:27,151.06
2024-10-01 08:23:30,151.81
2024-10-01 08:23:33,146.75
2024-10-01 08:23:36,148.71
2024-10-01 08:23:39,155.92
2024-10-01 08:23:42,156.61
2024-10-01 08:23:45,151.88
2024-10-01 08:23:48,153.94
2024-10-01 08:23:51,153.28
2024-10-01 08:23:54,160.2
2024-10-01 08:23:57,155.3
2024-10-01 08:24:00,152.18
2024-10-01 08:24:03,150.11
2024-10-01 08:24:06,148.48
2024-10-01 08:24:09,153.01
2024-10-01 08:24:12,150.61
2024-10-01 08:24:15,148.94
2024-10-01 08:24:18,150.88
2024-10-01 08:24:21,149.8
2024-10-01 08:24:24,156.72
2024-10-01 08:24:27,154.7
2024-10-01 08:24:30,152.48
2024-10-01 08:24:33,156.2
2024-10-01 08:24:36,152.69
2024-10-01 08:24:39,150.35
2024-10-01 08:24:42,156.31
2024-10-01 08:24:45,153.85
2024-10-01 08:24:48,149.91
2024-10-01 08:24:51,152.02
2024-10-01 08:24:54,150.31
2024-10-01 08:24:57,149.04
2024-10-01 08:25:00,154.82
2024-10-01 08:25:03,157.27
2024-10-01 08:25:06,149.0
2024-10-01 08:25:09,153.91
2024-10-01 08:25:12,150.87
2024-10-01 08:25:15,151.28
2024-10-01 08:25:18,151.02
2024-10-01 08:25:21,150.34
2024-10-01 08:25:24,152.62
2024-10-01 08:25:27,150.42
2024-10-01 08:25:30,153.18
2024-10-01 08:25:33,152.37
2024-10-01 08:25:36,151.9
2024-10-01 08:25:39,150.23
2024-10-01 08:25:42,151.06
2024-10-01 08:25:45,154.39
2024-10-01 08:25:48,153.75
2024-10-01 08:25:51,150.06
2024-10-01 08:25:54,152.75
2024-10-01 08:25:57,154.38
2024-10-01 08:26:00,148.33
2024-10-01 08:26:03,153.86
2024-10-01 08:26:06,150.84
2024-10-01 08:26:09,153.93
2024-10-01 08:26:12,150.59
2024-10-01 08:26:15,147.99
2024-10-01 08:26:18,148.43
2024-10-01 08:26:21,152.62
2024-10-01 08:26:24,153.15
2024-10-01 08:26:27,150.24
2024-10-01 08:26:30,154.1
2024-10-01 08:26:33,148.35
2024-10-01 08:26:36,152.33
2024-10-01 08:26:39,149.47
2024-10-01 08:26:42,150.87
2024-10-01 08:26:45,152.62
2024-10-01 08:26:48,150.35
2024-10-01 08:26:51,151.54
2024-10-01 08:26:54,155.02
2024-10-01 08:26:57,151.06
2024-10-01 08:27:00,154.59
2024-10-01 08:27:03,149.68
2024-10-01 08:27:06,153.82
2024-10-01 08:27:09,156.1
2024-10-01 08:27:12,146.32
2024-10-01 08:27:15,150.51
2024-10-01 08:27:18,153.94
2024-10-01 08:27:21,151.99
2024-10-01 08:27:24,153.43
2024-10-01 08:27:27,150.99
2024-10-01 08:27:30,152.72
2024-10-01 08:27:33,152.11
2024-10-01 08:27:36,155.42
2024-10-01 08:27:39,153.14
2024-10-01 08:27:42,153.34
2024-10-01 08:27:45,151.47
2024-10-01 08:27:48,151.28
2024-10-01 08:27:51,151.42
2024-10-01 08:27:54,153.49
2024-10-01 08:27:57,151.45
2024-10-01 08:28:00,153.22
2024-10-01 08:28:03,157.69
2024-10-01 08:28:06,154.68
2024-10-01 08:28:09,151.68
2024-10-01 08:28:12,155.5
2024-10-01 08:28:15,151.48
2024-10-01 08:28:18,147.4
2024-10-01 08:28:21,149.98
2024-10-01 08:28:24,147.82
2024-10-01 08:28:27,151.62
2024-10-01 08:28:30,152.55
2024-10-01 08:28:33,156.69
2024-10-01 08:28:36,153.32
2024-10-01 08:28:39,151.95
2024-10-01 08:28:42,154.57
2024-10-01 08:28:45,146.97
2024-10-01 08:28:48,153.09
2024-10-01 08:28:51,154.43
2024-10-01 08:28:54,148.8
2024-10-01 08:28:57,155.36
2024-10-01 08:29:00,153.35
2024-10-01 08:29:03,151.46
2024-10-01 08:29:06,154.08
2024-10-01 08:29:09,158.18
2024-10-01 08:29:12,152.95
2024-10-01 08:29:15,153.12
2024-10-01 08:29:18,151.35
2024-10-01 08:29:21,150.38
2024-10-01 08:29:24,154.58
2024-10-01 08:29:27,150.36
2024-10-01 08:29:30,152.68
2024-10-01 08:29:33,151.31
2024-10-01 08:29:36,153.7
2024-10-01 08:29:39,153.33
2024-10-01 08:29:42,155.09
2024-10-01 08:29:45,151.22
2024-10-01 08:29:48,151.83
2024-10-01 08:29:51,150.05
2024-10-01 08:29:54,151.39
2024-10-01 08:29:57,153.44
2024-10-01 08:30:00,154.41
2024-10-01 08:30:03,150.23
2024-10-01 08:30:06,154.73
2024-10-01 08:30:09,155.97
2024-10-01 08:30:12,153.63
2024-10-01 08:30:15,157.31
2024-10-01 08:30:18,150.71
2024-10-01 08:30:21,149.55
2024-10-01 08:30:24,148.23
2024-10-01 08:30:27,156.44
2024-10-01 08:30:30,154.36
2024-10-01 08:30:33,152.6
2024-10-01 08:30:36,153.46
2024-10-01 08:30:39,149.97
2024-10-01 08:30:42,158.91
2024-10-01 08:30:45,153.14
2024-10-01 08:30:48,153.11
2024-10-01 08:30:51,154.67
2024-10-01 08:30:54,154.08
2024-10-01 08:30:57,153.46
2024-10-01 08:31:00,150.94
2024-10-01 08:31:03,154.12
2024-10-01 08:31:06,157.67
2024-10-01 08:31:09,156.34
2024-10-01 08:31:12,156.98
2024-10-01 08:31:15,151.74
2024-10-01 08:31:18,150.57
2024-10-01 08:31:21,152.75
2024-10-01 08:31:24,153.22
2024-10-01 08:31:27,155.84
2024-10-01 08:31:30,148.89
2024-10-01 08:31:33,156.96
2024-10-01 08:31:36,152.76
2024-10-01 08:31:39,152.11
2024-10-01 08:31:42,150.67
2024-10-01 08:31:45,149.08
2024-10-01 08:31:48,155.3
2024-10-01 08:31:51,153.44
2024-10-01 08:31:54,150.06
2024-10-01 08:31:57,150.06
2024-10-01 08:32:00,152.48
2024-10-01 08:32:03,157.51
2024-10-01 08:32:06,152.71
2024-10-01 08:32:09,149.62
2024-10-01 08:32:12,152.79
2024-10-01 08:32:15,152.74
2024-10-01 08:32:18,146.7
2024-10-01 08:32:21,153.32
2024-10-01 08:32:24,152.9
2024-10-01 08:32:27,155.24
2024-10-01 08:32:30,158.14
2024-10-01 08:32:33,156.36
2024-10-01 08:32:36,152.89
2024-10-01 08:32:39,150.81
2024-10-01 08:32:42,160.03
2024-10-01 08:32:45,153.77
2024-10-01 08:32:48,153.67
2024-10-01 08:32:51,153.6
2024-10-01 08:32:54,154.18
2024-10-01 08:32:57,153.34
2024-10-01 08:33:00,152.29
2024-10-01 08:33:03,152.37
2024-10-01 08:33:06,153.68
2024-10-01 08:33:09,152.42
2024-10-01 08:33:12,152.02
2024-10-01 08:33:15,154.09
2024-10-01 08:33:18,153.2
2024-10-01 08:33:21,157.62
2024-10-01 08:33:24,147.25
2024-10-01 08:33:27,156.63
2024-10-01 08:33:30,157.04
2024-10-01 08:33:33,148.76
2024-10-01 08:33:36,153.1
2024-10-01 08:33:39,153.05
2024-10-01 08:33:42,150.48
2024-10-01 08:33:45,152.08
2024-10-01 08:33:48,151.26
2024-10-01 08:33:51,158.44
2024-10-01 08:33:54,156.42
2024-10-01 08:33:57,157.28
2024-10-01 08:34:00,155.92
2024-10-01 08:34:03,151.32
2024-10-01 08:34:06,152.85
2024-10-01 08:34:09,155.4
2024-10-01 08:34:12,151.14
2024-10-01 08:34:15,156.0
2024-10-01 08:34:18,153.64
2024-10-01 08:34:21,153.32
2024-10-01 08:34:24,156.06
2024-10-01 08:34:27,155.41
2024-10-01 08:34:30,153.42
2024-10-01 08:34:33,157.24
2024-10-01 08:34:36,151.66
2024-10-01 08:34:39,155.92
2024-10-01 08:34:42,155.88
2024-10-01 08:34:45,153.65
2024-10-01 08:34:48,155.26
2024-10-01 08:34:51,151.33
2024-10-01 08:34:54,156.79
2024-10-01 08:34:57,154.04
2024-10-01 08:35:00,153.21
2024-10-01 08:35:03,157.16
2024-10-01 08:35:06,152.8
2024-10-01 08:35:09,151.06
2024-10-01 08:35:12,150.71
2024-10-01 08:35:15,156.14
2024-10-01 08:35:18,151.44
2024-10-01 08:35:21,159.05
2024-10-01 08:35:24,149.48
2024-10-01 08:35:27,158.94
2024-10-01 08:35:30,155.25
2024-10-01 08:35:33,154.5
2024-10-01 08:35:36,153.4
2024-10-01 08:35:39,155.78
2024-10-01 08:35:42,154.71
2024-10-01 08:35:45,157.58
2024-10-01 08:35:48,155.13
2024-10-01 08:35:51,155.24
2024-10-01 08:35:54,153.97
2024-10-01 08:35:57,154.76
2024-10-01 08:36:00,155.69
2024-10-01 08:36:03,150.66
2024-10-01 08:36:06,151.59
2024-10-01 08:36:09,156.84
2024-10-01 08:36:12,155.43
2024-10-01 08:36:15,154.56
2024-10-01 08:36:18,155.09
2024-10-01 08:36:21,155.93
2024-10-01 08:36:24,153.73
2024-10-01 08:36:27,153.15
2024-10-01 08:36:30,155.61
2024-10-01 08:36:33,152.69
2024-10-01 08:36:36,156.18
2024-10-01 08:36:39,150.92
2024-10-01 08:36:42,157.77
2024-10-01 08:36:45,156.4
2024-10-01 08:36:48,155.88
2024-10-01 08:36:51,157.72
2024-10-01 08:36:54,159.44
2024-10-01 08:36:57,157.84
2024-10-01 08:37:00,150.72
2024-10-01 08:37:03,152.14
2024-10-01 08:37:06,153.8
2024-10-01 08:37:09,155.45
2024-10-01 08:37:12,156.69
2024-10-01 08:37:15,153.61
2024-10-01 08:37:18,155.91
2024-10-01 08:37:21,153.57
2024-10-01 08:37:24,153.95
2024-10-01 08:37:27,151.98
2024-10-01 08:37:30,153.21
2024-10-01 08:37:33,152.16
2024-10-01 08:37:36,153.12
2024-10-01 08:37:39,158.21
2024-10-01 08:37:42,153.23
2024-10-01 08:37:45,162.2
2024-10-01 08:37:48,156.87
2024-10-01 08:37:51,156.12
2024-10-01 08:37:54,153.53
2024-10-01 08:37:57,157.45
2024-10-01 08:38:00,154.28
2024-10-01 08:38:03,156.05
2024-10-01 08:38:06,162.16
2024-10-01 08:38:09,155.54
2024-10-01 08:38:12,158.67
2024-10-01 08:38:15,154.06
2024-10-01 08:38:18,155.75
2024-10-01 08:38:21,160.29
2024-10-01 08:38:24,154.31
2024-10-01 08:38:27,160.43
2024-10-01 08:38:30,157.69
2024-10-01 08:38:33,154.53
2024-10-01 08:38:36,157.54
2024-10-01 08:38:39,158.41
2024-10-01 08:38:42,157.55
2024-10-01 08:38:45,152.09
2024-10-01 08:38:48,154.22
2024-10-01 08:38:51,155.42
2024-10-01 08:38:54,155.85
2024-10-01 08:38:57,157.59
2024-10-01 08:39:00,156.48
2024-10-01 08:39:03,152.7
2024-10-01 08:39:06,156.99
2024-10-01 08:39:09,157.57
2024-10-01 08:39:12,157.44
2024-10-01 08:39:15,158.74
2024-10-01 08:39:18,158.12
2024-10-01 08:39:21,157.19
2024-10-01 08:39:24,155.86
2024-10-01 08:39:27,151.89
2024-10-01 08:39:30,157.11
2024-10-01 08:39:33,156.56
2024-10-01 08:39:36,156.72
2024-10-01 08:39:39,152.85
2024-10-01 08:39:42,153.34
2024-10-01 08:39:45,158.67
2024-10-01 08:39:48,155.94
2024-10-01 08:39:51,157.74
2024-10-01 08:39:54,156.11
2024-10-01 08:39:57,156.11
2024-10-01 08:40:00,158.39
2024-10-01 08:40:03,154.75
2024-10-01 08:40:06,156.28
2024-10-01 08:40:09,154.88
2024-10-01 08:40:12,154.95
2024-10-01 08:40:15,155.27
2024-10-01 08:40:18,156.6
2024-10-01 08:40:21,154.84
2024-10-01 08:40:24,159.18
2024-10-01 08:40:27,153.8
2024-10-01 08:40:30,155.57
2024-10-01 08:40:33,154.94
2024-10-01 08:40:36,159.66
2024-10-01 08:40:39,156.53
2024-10-01 08:40:42,158.62
2024-10-01 08:40:45,152.33
2024-10-01 08:40:48,156.71
2024-10-01 08:40:51,158.26
2024-10-01 08:40:54,156.25
2024-10-01 08:40:57,158.7
2024-10-01 08:41:00,154.75
2024-10-01 08:41:03,159.56
