fecha;mes;analista;muestra;valor_referencia;repeticion;resultado
15/01/2024;1;Analista_5;A_baja;3,4;3;3,07
15/01/2024;1;Analista_5;B_media;3,8;1;3,85
15/01/2024;1;Analista_5;B_media;3,8;2;3,98
15/01/2024;1;Analista_5;B_media;3,8;3;3,84
15/01/2024;1;Analista_5;C_alta;4,5;1;4,47
15/01/2024;1;Analista_5;C_alta;4,5;2;4,42
15/01/2024;1;Analista_5;C_alta;4,5;3;4,13
15/02/2024;2;Analista_1;A_baja;3,4;1;3,37
15/02/2024;2;Analista_1;A_baja;3,4;2;3,38
15/02/2024;2;Analista_1;A_baja;3,4;3;3,44
15/02/2024;2;Analista_1;B_media;3,8;1;3,81
15/02/2024;2;Analista_1;B_media;3,8;2;3,73
15/02/2024;2;Analista_1;B_media;3,8;3;3,81
15/02/2024;2;Analista_1;C_alta;4,5;1;4,48
15/02/2024;2;Analista_1;C_alta;4,5;2;4,47
15/02/2024;2;Analista_1;C_alta;4,5;3;4,52
15/02/2024;2;Analista_2;A_baja;3,4;1;3,48
15/02/2024;2;Analista_2;A_baja;3,4;2;3,47
15/02/2024;2;Analista_2;A_baja;3,4;3;3,33
15/02/2024;2;Analista_2;B_media;3,8;1;3,78
15/02/2024;2;Analista_2;B_media;3,8;2;3,83
15/02/2024;2;Analista_2;B_media;3,8;3;3,88
15/02/2024;2;Analista_2;C_alta;4,5;1;4,46
15/02/2024;2;Analista_2;C_alta;4,5;2;4,49
15/02/2024;2;Analista_2;C_alta;4,5;3;4,41
15/02/2024;2;Analista_3;A_baja;3,4;1;3,36
15/02/2024;2;Analista_3;A_baja;3,4;2;3,6
15/02/2024;2;Analista_3;A_baja;3,4;3;3,66
15/02/2024;2;Analista_3;B_media;3,8;1;3,89
15/02/2024;2;Analista_3;B_media;3,8;2;4,02
15/02/2024;2;Analista_3;B_media;3,8;3;3,94
15/02/2024;2;Analista_3;C_alta;4,5;1;4,52
15/02/2024;2;Analista_3;C_alta;4,5;2;4,64
15/02/2024;2;Analista_3;C_alta;4,5;3;4,78
15/02/2024;2;Analista_4;A_baja;3,4;1;3,05
15/02/2024;2;Analista_4;A_baja;3,4;2;3,14
15/02/2024;2;Analista_4;A_baja;3,4;3;2,89
15/02/2024;2;Analista_4;B_media;3,8;1;3,5
15/02/2024;2;Analista_4;B_media;3,8;2;3,46
15/02/2024;2;Analista_4;B_media;3,8;3;3,43
15/02/2024;2;Analista_4;C_alta;4,5;1;4,16
15/02/2024;2;Analista_4;C_alta;4,5;2;4,03
15/02/2024;2;Analista_4;C_alta;4,5;3;4,14
15/02/2024;2;Analista_5;A_baja;3,4;1;3,49
15/02/2024;2;Analista_5;A_baja;3,4;2;3,77
15/02/2024;2;Analista_5;A_baja;3,4;3;3,27
15/02/2024;2;Analista_5;B_media;3,8;1;3,6
15/02/2024;2;Analista_5;B_media;3,8;2;3,67
15/02/2024;2;Analista_5;B_media;3,8;3;4,03
15/02/2024;2;Analista_5;C_alta;4,5;1;4,58
15/02/2024;2;Analista_5;C_alta;4,5;2;4,37
15/02/2024;2;Analista_5;C_alta;4,5;3;4,63
15/03/2024;3;Analista_1;A_baja;3,4;1;3,4
15/03/2024;3;Analista_1;A_baja;3,4;2;3,44
15/03/2024;3;Analista_1;A_baja;3,4;3;3,37
15/03/2024;3;Analista_1;B_media;3,8;1;3,79
15/03/2024;3;Analista_1;B_media;3,8;2;3,78
15/03/2024;3;Analista_1;B_media;3,8;3;3,74
15/03/2024;3;Analista_1;C_alta;4,5;1;4,51
15/03/2024;3;Analista_1;C_alta;4,5;2;4,51
15/03/2024;3;Analista_1;C_alta;4,5;3;4,5
15/03/2024;3;Analista_2;A_baja;3,4;1;3,38
15/03/2024;3;Analista_2;A_baja;3,4;2;3,29
15/03/2024;3;Analista_2;A_baja;3,4;3;3,37
15/03/2024;3;Analista_2;B_media;3,8;1;3,77
15/03/2024;3;Analista_2;B_media;3,8;2;3,74
15/03/2024;3;Analista_2;B_media;3,8;3;3,79
15/03/2024;3;Analista_2;C_alta;4,5;1;4,53
15/03/2024;3;Analista_2;C_alta;4,5;2;4,65
15/03/2024;3;Analista_2;C_alta;4,5;3;4,51
15/03/2024;3;Analista_3;A_baja;3,4;1;3,53
15/03/2024;3;Analista_3;A_baja;3,4;2;3,49
15/03/2024;3;Analista_3;A_baja;3,4;3;3,27
15/03/2024;3;Analista_3;B_media;3,8;1;3,9
15/03/2024;3;Analista_3;B_media;3,8;2;3,91
15/03/2024;3;Analista_3;B_media;3,8;3;4,2
15/03/2024;3;Analista_3;C_alta;4,5;1;4,58
15/03/2024;3;Analista_3;C_alta;4,5;2;4,64
15/03/2024;3;Analista_3;C_alta;4,5;3;4,6
15/03/2024;3;Analista_4;A_baja;3,4;1;2,98
15/03/2024;3;Analista_4;A_baja;3,4;2;3,12
15/03/2024;3;Analista_4;A_baja;3,4;3;3,1
15/03/2024;3;Analista_4;B_media;3,8;1;3,5
15/03/2024;3;Analista_4;B_media;3,8;2;3,4
15/03/2024;3;Analista_4;B_media;3,8;3;3,53
15/03/2024;3;Analista_4;C_alta;4,5;1;4,07
15/03/2024;3;Analista_4;C_alta;4,5;2;4,19
15/03/2024;3;Analista_4;C_alta;4,5;3;4,28
15/03/2024;3;Analista_5;A_baja;3,4;1;3,15
15/03/2024;3;Analista_5;A_baja;3,4;2;3,26
15/03/2024;3;Analista_5;A_baja;3,4;3;3,42
15/03/2024;3;Analista_5;B_media;3,8;1;3,67
15/03/2024;3;Analista_5;B_media;3,8;2;3,41
15/03/2024;3;Analista_5;B_media;3,8;3;3,82
15/03/2024;3;Analista_5;C_alta;4,5;1;4,23
15/03/2024;3;Analista_5;C_alta;4,5;2;4,62
15/03/2024;3;Analista_5;C_alta;4,5;3;4,27
15/04/2024;4;Analista_1;A_baja;3,4;1;3,46
15/04/2024;4;Analista_1;A_baja;3,4;2;3,37
15/04/2024;4;Analista_1;A_baja;3,4;3;3,39
15/04/2024;4;Analista_1;B_media;3,8;1;3,83
15/04/2024;4;Analista_1;B_media;3,8;2;3,75
15/04/2024;4;Analista_1;B_media;3,8;3;3,81
15/04/2024;4;Analista_1;C_alta;4,5;1;4,55
15/04/2024;4;Analista_1;C_alta;4,5;2;4,44
15/04/2024;4;Analista_1;C_alta;4,5;3;4,51
15/04/2024;4;Analista_2;A_baja;3,4;1;3,42
15/04/2024;4;Analista_2;A_baja;3,4;2;3,46
15/04/2024;4;Analista_2;A_baja;3,4;3;3,3
15/04/2024;4;Analista_2;B_media;3,8;1;3,69
15/04/2024;4;Analista_2;B_media;3,8;2;3,84
15/04/2024;4;Analista_2;B_media;3,8;3;3,82
15/04/2024;4;Analista_2;C_alta;4,5;1;4,52
15/04/2024;4;Analista_2;C_alta;4,5;2;4,53
15/04/2024;4;Analista_2;C_alta;4,5;3;4,45
15/04/2024;4;Analista_3;A_baja;3,4;1;3,53
15/04/2024;4;Analista_3;A_baja;3,4;2;3,54
15/04/2024;4;Analista_3;A_baja;3,4;3;3,41
15/04/2024;4;Analista_3;B_media;3,8;1;4,12
15/04/2024;4;Analista_3;B_media;3,8;2;3,96
15/04/2024;4;Analista_3;B_media;3,8;3;3,76
15/04/2024;4;Analista_3;C_alta;4,5;1;4,68
15/04/2024;4;Analista_3;C_alta;4,5;2;4,48
15/04/2024;4;Analista_3;C_alta;4,5;3;4,69
15/04/2024;4;Analista_4;A_baja;3,4;1;3,12
15/04/2024;4;Analista_4;A_baja;3,4;2;3,0
15/04/2024;4;Analista_4;A_baja;3,4;3;3,11
15/04/2024;4;Analista_4;B_media;3,8;1;3,47
15/04/2024;4;Analista_4;B_media;3,8;2;3,5
15/04/2024;4;Analista_4;B_media;3,8;3;3,56
15/04/2024;4;Analista_4;C_alta;4,5;1;4,14
15/04/2024;4;Analista_4;C_alta;4,5;2;4,1
15/04/2024;4;Analista_4;C_alta;4,5;3;4,1
15/04/2024;4;Analista_5;A_baja;3,4;1;3,2
15/04/2024;4;Analista_5;A_baja;3,4;2;3,38
15/04/2024;4;Analista_5;A_baja;3,4;3;3,49
15/04/2024;4;Analista_5;B_media;3,8;1;3,87
15/04/2024;4;Analista_5;B_media;3,8;2;4,01
15/04/2024;4;Analista_5;B_media;3,8;3;3,8
15/04/2024;4;Analista_5;C_alta;4,5;1;4,86
15/04/2024;4;Analista_5;C_alta;4,5;2;4,43
15/04/2024;4;Analista_5;C_alta;4,5;3;5,18
15/05/2024;5;Analista_1;A_baja;3,4;1;3,43
15/05/2024;5;Analista_1;A_baja;3,4;2;3,37
15/05/2024;5;Analista_1;A_baja;3,4;3;3,36
15/05/2024;5;Analista_1;B_media;3,8;1;3,82
15/05/2024;5;Analista_1;B_media;3,8;2;3,79
15/05/2024;5;Analista_1;B_media;3,8;3;3,83
15/05/2024;5;Analista_1;C_alta;4,5;1;4,52
15/05/2024;5;Analista_1;C_alta;4,5;2;4,5
15/05/2024;5;Analista_1;C_alta;4,5;3;4,47
15/05/2024;5;Analista_2;A_baja;3,4;1;3,28
15/05/2024;5;Analista_2;A_baja;3,4;2;3,36
15/05/2024;5;Analista_2;A_baja;3,4;3;3,47
15/05/2024;5;Analista_2;B_media;3,8;1;3,82
15/05/2024;5;Analista_2;B_media;3,8;2;3,7
15/05/2024;5;Analista_2;B_media;3,8;3;3,81
15/05/2024;5;Analista_2;C_alta;4,5;1;4,53
15/05/2024;5;Analista_2;C_alta;4,5;2;4,43
15/05/2024;5;Analista_2;C_alta;4,5;3;4,51
15/05/2024;5;Analista_3;A_baja;3,4;1;3,51
15/05/2024;5;Analista_3;A_baja;3,4;2;3,36
15/05/2024;5;Analista_3;A_baja;3,4;3;3,54
15/05/2024;5;Analista_3;B_media;3,8;1;3,97
15/05/2024;5;Analista_3;B_media;3,8;2;4,03
15/05/2024;5;Analista_3;B_media;3,8;3;4,03
15/05/2024;5;Analista_3;C_alta;4,5;1;4,43
15/05/2024;5;Analista_3;C_alta;4,5;2;4,49
15/05/2024;5;Analista_3;C_alta;4,5;3;4,66
15/05/2024;5;Analista_4;A_baja;3,4;1;3,16
15/05/2024;5;Analista_4;A_baja;3,4;2;3,16
15/05/2024;5;Analista_4;A_baja;3,4;3;3,36
15/05/2024;5;Analista_4;B_media;3,8;1;3,56
15/05/2024;5;Analista_4;B_media;3,8;2;3,59
15/05/2024;5;Analista_4;B_media;3,8;3;3,58
15/05/2024;5;Analista_4;C_alta;4,5;1;4,26
15/05/2024;5;Analista_4;C_alta;4,5;2;4,21
15/05/2024;5;Analista_4;C_alta;4,5;3;4,27
15/05/2024;5;Analista_5;A_baja;3,4;1;3,21
15/05/2024;5;Analista_5;A_baja;3,4;2;3,34
15/05/2024;5;Analista_5;A_baja;3,4;3;3,28
15/05/2024;5;Analista_5;B_media;3,8;1;3,82
15/05/2024;5;Analista_5;B_media;3,8;2;4,38
15/05/2024;5;Analista_5;B_media;3,8;3;3,33
15/05/2024;5;Analista_5;C_alta;4,5;1;4,67
15/05/2024;5;Analista_5;C_alta;4,5;2;4,1
15/05/2024;5;Analista_5;C_alta;4,5;3;4,38
15/06/2024;6;Analista_1;A_baja;3,4;1;3,44
15/06/2024;6;Analista_1;A_baja;3,4;2;3,4
15/06/2024;6;Analista_1;A_baja;3,4;3;3,36
15/06/2024;6;Analista_1;B_media;3,8;1;3,77
15/06/2024;6;Analista_1;B_media;3,8;2;3,83
15/06/2024;6;Analista_1;B_media;3,8;3;3,77
15/06/2024;6;Analista_1;C_alta;4,5;1;4,51
15/06/2024;6;Analista_1;C_alta;4,5;2;4,5
15/06/2024;6;Analista_1;C_alta;4,5;3;4,47
15/06/2024;6;Analista_2;A_baja;3,4;1;3,57
15/06/2024;6;Analista_2;A_baja;3,4;2;3,45
15/06/2024;6;Analista_2;A_baja;3,4;3;3,24
15/06/2024;6;Analista_2;B_media;3,8;1;3,81
15/06/2024;6;Analista_2;B_media;3,8;2;3,75
15/06/2024;6;Analista_2;B_media;3,8;3;3,87
15/06/2024;6;Analista_2;C_alta;4,5;1;4,44
15/06/2024;6;Analista_2;C_alta;4,5;2;4,49
15/06/2024;6;Analista_2;C_alta;4,5;3;4,54
15/06/2024;6;Analista_3;A_baja;3,4;1;3,6
15/06/2024;6;Analista_3;A_baja;3,4;2;3,36
15/06/2024;6;Analista_3;A_baja;3,4;3;3,46
15/06/2024;6;Analista_3;B_media;3,8;1;3,84
15/06/2024;6;Analista_3;B_media;3,8;2;3,82
15/06/2024;6;Analista_3;B_media;3,8;3;4,11
15/06/2024;6;Analista_3;C_alta;4,5;1;4,65
15/06/2024;6;Analista_3;C_alta;4,5;2;4,45
15/06/2024;6;Analista_3;C_alta;4,5;3;4,71
15/06/2024;6;Analista_4;A_baja;3,4;1;3,33
15/06/2024;6;Analista_4;A_baja;3,4;2;3,26
15/06/2024;6;Analista_4;A_baja;3,4;3;3,11
15/06/2024;6;Analista_4;B_media;3,8;1;3,57
15/06/2024;6;Analista_4;B_media;3,8;2;3,68
15/06/2024;6;Analista_4;B_media;3,8;3;3,56
15/06/2024;6;Analista_4;C_alta;4,5;1;4,33
15/06/2024;6;Analista_4;C_alta;4,5;2;4,35
15/06/2024;6;Analista_4;C_alta;4,5;3;4,24
15/06/2024;6;Analista_5;A_baja;3,4;1;3,39
15/06/2024;6;Analista_5;A_baja;3,4;2;2,59
15/06/2024;6;Analista_5;A_baja;3,4;3;3,14
15/06/2024;6;Analista_5;B_media;3,8;1;3,74
15/06/2024;6;Analista_5;B_media;3,8;2;3,49
15/06/2024;6;Analista_5;B_media;3,8;3;4,21
15/06/2024;6;Analista_5;C_alta;4,5;1;4,14
15/06/2024;6;Analista_5;C_alta;4,5;2;4,39
15/06/2024;6;Analista_5;C_alta;4,5;3;4,53
15/07/2024;7;Analista_1;A_baja;3,4;1;3,46
15/07/2024;7;Analista_1;A_baja;3,4;2;3,34
15/07/2024;7;Analista_1;A_baja;3,4;3;3,45
15/07/2024;7;Analista_1;B_media;3,8;1;3,8
15/07/2024;7;Analista_1;B_media;3,8;2;3,76
15/07/2024;7;Analista_1;B_media;3,8;3;3,82
15/07/2024;7;Analista_1;C_alta;4,5;1;4,51
15/07/2024;7;Analista_1;C_alta;4,5;2;4,48
15/07/2024;7;Analista_1;C_alta;4,5;3;4,5
15/07/2024;7;Analista_2;A_baja;3,4;1;3,37
15/07/2024;7;Analista_2;A_baja;3,4;2;3,41
15/07/2024;7;Analista_2;A_baja;3,4;3;3,45
15/07/2024;7;Analista_2;B_media;3,8;1;3,93
15/07/2024;7;Analista_2;B_media;3,8;2;3,7
15/07/2024;7;Analista_2;B_media;3,8;3;3,97
15/07/2024;7;Analista_2;C_alta;4,5;1;4,34
15/07/2024;7;Analista_2;C_alta;4,5;2;4,49
15/07/2024;7;Analista_2;C_alta;4,5;3;4,55
15/07/2024;7;Analista_3;A_baja;3,4;1;3,53
15/07/2024;7;Analista_3;A_baja;3,4;2;3,43
15/07/2024;7;Analista_3;A_baja;3,4;3;3,48
15/07/2024;7;Analista_3;B_media;3,8;1;3,84
15/07/2024;7;Analista_3;B_media;3,8;2;3,83
15/07/2024;7;Analista_3;B_media;3,8;3;4,0
15/07/2024;7;Analista_3;C_alta;4,5;1;4,64
15/07/2024;7;Analista_3;C_alta;4,5;2;4,52
15/07/2024;7;Analista_3;C_alta;4,5;3;4,71
15/07/2024;7;Analista_4;A_baja;3,4;1;3,29
15/07/2024;7;Analista_4;A_baja;3,4;2;3,32
15/07/2024;7;Analista_4;A_baja;3,4;3;3,31
15/07/2024;7;Analista_4;B_media;3,8;1;3,63
15/07/2024;7;Analista_4;B_media;3,8;2;3,64
15/07/2024;7;Analista_4;B_media;3,8;3;3,72
15/07/2024;7;Analista_4;C_alta;4,5;1;4,41
15/07/2024;7;Analista_4;C_alta;4,5;2;4,37
15/07/2024;7;Analista_4;C_alta;4,5;3;4,38
15/07/2024;7;Analista_5;A_baja;3,4;1;3,67
15/07/2024;7;Analista_5;A_baja;3,4;2;3,28
15/07/2024;7;Analista_5;A_baja;3,4;3;3,51
15/07/2024;7;Analista_5;B_media;3,8;1;3,76
15/07/2024;7;Analista_5;B_media;3,8;2;3,75
15/07/2024;7;Analista_5;B_media;3,8;3;4,03
15/07/2024;7;Analista_5;C_alta;4,5;1;4,67
15/07/2024;7;Analista_5;C_alta;4,5;2;4,67
15/07/2024;7;Analista_5;C_alta;4,5;3;4,77
15/08/2024;8;Analista_1;A_baja;3,4;1;3,4
15/08/2024;8;Analista_1;A_baja;3,4;2;3,43
15/08/2024;8;Analista_1;A_baja;3,4;3;3,39
15/08/2024;8;Analista_1;B_media;3,8;1;3,81
15/08/2024;8;Analista_1;B_media;3,8;2;3,79
15/08/2024;8;Analista_1;B_media;3,8;3;3,8
15/08/2024;8;Analista_1;C_alta;4,5;1;4,52
15/08/2024;8;Analista_1;C_alta;4,5;2;4,47
15/08/2024;8;Analista_1;C_alta;4,5;3;4,58
15/08/2024;8;Analista_2;A_baja;3,4;1;3,32
15/08/2024;8;Analista_2;A_baja;3,4;2;3,3
15/08/2024;8;Analista_2;A_baja;3,4;3;3,49
15/08/2024;8;Analista_2;B_media;3,8;1;3,86
15/08/2024;8;Analista_2;B_media;3,8;2;3,85
15/08/2024;8;Analista_2;B_media;3,8;3;3,85
15/08/2024;8;Analista_2;C_alta;4,5;1;4,5
15/08/2024;8;Analista_2;C_alta;4,5;2;4,43
15/08/2024;8;Analista_2;C_alta;4,5;3;4,51
15/08/2024;8;Analista_3;A_baja;3,4;1;3,42
15/08/2024;8;Analista_3;A_baja;3,4;2;3,62
15/08/2024;8;Analista_3;A_baja;3,4;3;3,48
15/08/2024;8;Analista_3;B_media;3,8;1;3,8
15/08/2024;8;Analista_3;B_media;3,8;2;3,86
15/08/2024;8;Analista_3;B_media;3,8;3;3,95
15/08/2024;8;Analista_3;C_alta;4,5;1;4,53
15/08/2024;8;Analista_3;C_alta;4,5;2;4,5
15/08/2024;8;Analista_3;C_alta;4,5;3;4,63
15/08/2024;8;Analista_4;A_baja;3,4;1;3,36
15/08/2024;8;Analista_4;A_baja;3,4;2;3,32
15/08/2024;8;Analista_4;A_baja;3,4;3;3,32
15/08/2024;8;Analista_4;B_media;3,8;1;3,76
15/08/2024;8;Analista_4;B_media;3,8;2;3,66
15/08/2024;8;Analista_4;B_media;3,8;3;3,67
15/08/2024;8;Analista_4;C_alta;4,5;1;4,41
15/08/2024;8;Analista_4;C_alta;4,5;2;4,44
15/08/2024;8;Analista_4;C_alta;4,5;3;4,47
15/08/2024;8;Analista_5;A_baja;3,4;1;3,64
15/08/2024;8;Analista_5;A_baja;3,4;2;3,54
15/08/2024;8;Analista_5;A_baja;3,4;3;3,37
15/08/2024;8;Analista_5;B_media;3,8;1;3,8
15/08/2024;8;Analista_5;B_media;3,8;2;3,63
15/08/2024;8;Analista_5;B_media;3,8;3;3,8
15/08/2024;8;Analista_5;C_alta;4,5;1;4,45
15/08/2024;8;Analista_5;C_alta;4,5;2;4,55
15/08/2024;8;Analista_5;C_alta;4,5;3;4,36
15/09/2024;9;Analista_1;A_baja;3,4;1;3,42
15/09/2024;9;Analista_1;A_baja;3,4;2;3,46
15/09/2024;9;Analista_1;A_baja;3,4;3;3,4
15/09/2024;9;Analista_1;B_media;3,8;1;3,82
15/09/2024;9;Analista_1;B_media;3,8;2;3,83
15/09/2024;9;Analista_1;B_media;3,8;3;3,78
15/09/2024;9;Analista_1;C_alta;4,5;1;4,51
15/09/2024;9;Analista_1;C_alta;4,5;2;4,5
15/09/2024;9;Analista_1;C_alta;4,5;3;4,5
15/09/2024;9;Analista_2;A_baja;3,4;1;3,34
15/09/2024;9;Analista_2;A_baja;3,4;2;3,4
15/09/2024;9;Analista_2;A_baja;3,4;3;3,44
15/09/2024;9;Analista_2;B_media;3,8;1;3,92
15/09/2024;9;Analista_2;B_media;3,8;2;3,88
15/09/2024;9;Analista_2;B_media;3,8;3;3,97
15/09/2024;9;Analista_2;C_alta;4,5;1;4,44
15/09/2024;9;Analista_2;C_alta;4,5;2;4,57
15/09/2024;9;Analista_2;C_alta;4,5;3;4,51
15/09/2024;9;Analista_3;A_baja;3,4;1;3,76
15/09/2024;9;Analista_3;A_baja;3,4;2;3,4
15/09/2024;9;Analista_3;A_baja;3,4;3;3,4
15/09/2024;9;Analista_3;B_media;3,8;1;3,83
15/09/2024;9;Analista_3;B_media;3,8;2;3,65
15/09/2024;9;Analista_3;B_media;3,8;3;3,84
15/09/2024;9;Analista_3;C_alta;4,5;1;4,51
15/09/2024;9;Analista_3;C_alta;4,5;2;4,62
15/09/2024;9;Analista_3;C_alta;4,5;3;4,64
15/09/2024;9;Analista_4;A_baja;3,4;1;3,46
15/09/2024;9;Analista_4;A_baja;3,4;2;3,41
15/09/2024;9;Analista_4;A_baja;3,4;3;3,32
15/09/2024;9;Analista_4;B_media;3,8;1;3,7
15/09/2024;9;Analista_4;B_media;3,8;2;3,78
15/09/2024;9;Analista_4;B_media;3,8;3;3,67
15/09/2024;9;Analista_4;C_alta;4,5;1;4,56
15/09/2024;9;Analista_4;C_alta;4,5;2;4,52
15/09/2024;9;Analista_4;C_alta;4,5;3;4,42
15/09/2024;9;Analista_5;A_baja;3,4;1;3,19
15/09/2024;9;Analista_5;A_baja;3,4;2;3,57
15/09/2024;9;Analista_5;A_baja;3,4;3;3,39
15/09/2024;9;Analista_5;B_media;3,8;1;3,95
15/09/2024;9;Analista_5;B_media;3,8;2;3,6
15/09/2024;9;Analista_5;B_media;3,8;3;3,73
15/09/2024;9;Analista_5;C_alta;4,5;1;4,5
15/09/2024;9;Analista_5;C_alta;4,5;2;4,51
15/09/2024;9;Analista_5;C_alta;4,5;3;4,44
15/10/2024;10;Analista_1;A_baja;3,4;1;3,42
15/10/2024;10;Analista_1;A_baja;3,4;2;3,36
15/10/2024;10;Analista_1;A_baja;3,4;3;3,39
15/10/2024;10;Analista_1;B_media;3,8;1;3,8
15/10/2024;10;Analista_1;B_media;3,8;2;3,82
15/10/2024;10;Analista_1;B_media;3,8;3;3,83
15/10/2024;10;Analista_1;C_alta;4,5;1;4,46
15/10/2024;10;Analista_1;C_alta;4,5;2;4,44
15/10/2024;10;Analista_1;C_alta;4,5;3;4,55
15/10/2024;10;Analista_2;A_baja;3,4;1;3,43
15/10/2024;10;Analista_2;A_baja;3,4;2;3,34
15/10/2024;10;Analista_2;A_baja;3,4;3;3,52
15/10/2024;10;Analista_2;B_media;3,8;1;3,81
15/10/2024;10;Analista_2;B_media;3,8;2;3,89
15/10/2024;10;Analista_2;B_media;3,8;3;3,81
15/10/2024;10;Analista_2;C_alta;4,5;1;4,66
15/10/2024;10;Analista_2;C_alta;4,5;2;4,64
15/10/2024;10;Analista_2;C_alta;4,5;3;4,48
15/10/2024;10;Analista_3;A_baja;3,4;1;3,62
15/10/2024;10;Analista_3;A_baja;3,4;2;3,58
15/10/2024;10;Analista_3;A_baja;3,4;3;3,66
15/10/2024;10;Analista_3;B_media;3,8;1;3,78
15/10/2024;10;Analista_3;B_media;3,8;2;3,98
15/10/2024;10;Analista_3;B_media;3,8;3;4,03
15/10/2024;10;Analista_3;C_alta;4,5;1;4,39
15/10/2024;10;Analista_3;C_alta;4,5;2;4,46
15/10/2024;10;Analista_3;C_alta;4,5;3;4,36
15/10/2024;10;Analista_4;A_baja;3,4;1;3,33
15/10/2024;10;Analista_4;A_baja;3,4;2;3,39
15/10/2024;10;Analista_4;A_baja;3,4;3;3,44
15/10/2024;10;Analista_4;B_media;3,8;1;3,75
15/10/2024;10;Analista_4;B_media;3,8;2;3,85
15/10/2024;10;Analista_4;B_media;3,8;3;3,67
15/10/2024;10;Analista_4;C_alta;4,5;1;4,35
15/10/2024;10;Analista_4;C_alta;4,5;2;4,45
15/10/2024;10;Analista_4;C_alta;4,5;3;4,47
15/10/2024;10;Analista_5;A_baja;3,4;1;3,4
15/10/2024;10;Analista_5;A_baja;3,4;2;3,23
15/10/2024;10;Analista_5;A_baja;3,4;3;3,39
15/10/2024;10;Analista_5;B_media;3,8;1;3,7
15/10/2024;10;Analista_5;B_media;3,8;2;3,85
15/10/2024;10;Analista_5;B_media;3,8;3;3,83
15/10/2024;10;Analista_5;C_alta;4,5;1;4,42
15/10/2024;10;Analista_5;C_alta;4,5;2;4,46
15/10/2024;10;Analista_5;C_alta;4,5;3;4,42
15/11/2024;11;Analista_1;A_baja;3,4;1;3,4
15/11/2024;11;Analista_1;A_baja;3,4;2;3,44
15/11/2024;11;Analista_1;A_baja;3,4;3;3,36
15/11/2024;11;Analista_1;B_media;3,8;1;3,82
15/11/2024;11;Analista_1;B_media;3,8;2;3,78
15/11/2024;11;Analista_1;B_media;3,8;3;3,77
15/11/2024;11;Analista_1;C_alta;4,5;1;4,5
15/11/2024;11;Analista_1;C_alta;4,5;2;4,46
15/11/2024;11;Analista_1;C_alta;4,5;3;4,48
15/11/2024;11;Analista_2;A_baja;3,4;1;3,3
15/11/2024;11;Analista_2;A_baja;3,4;2;3,56
15/11/2024;11;Analista_2;A_baja;3,4;3;3,4
15/11/2024;11;Analista_2;B_media;3,8;1;3,74
15/11/2024;11;Analista_2;B_media;3,8;2;3,82
15/11/2024;11;Analista_2;B_media;3,8;3;3,79
15/11/2024;11;Analista_2;C_alta;4,5;1;4,48
15/11/2024;11;Analista_2;C_alta;4,5;2;4,55
15/11/2024;11;Analista_2;C_alta;4,5;3;4,56
15/11/2024;11;Analista_3;A_baja;3,4;1;3,44
