fecha;cod_ruta;leche_tipo;leche_kg;leche_temp;leche_acidez;leche_ph;leche_dens;leche_est;leche_mg;leche_prot;leche_lactosa;leche_caseina
23/08/2016;18;VACA;25700;5,6;15;6,8;1,03;12,58;3,9;3,18;4,83;2,27
23/08/2016;18;VACA;25920;8;15;6,8;1,03;12,25;3,41;3,34;4,94;2,34
23/08/2016;32;VACA;22180;7;15;6,8;1,03;11,91;3,37;3,13;4,73;2,16
23/08/2016;29;VACA;15920;7;15;6,85;1,03;11,93;3,51;3,12;4,66;2,17
23/08/2016;29;VACA;5460;5,6;15;6,85;1,03;12,07;3,46;3,23;4,64;2,23
23/08/2016;24;VACA;6580;7;15;6,84;1,03;12;3,39;3,05;4,83;2,15
23/08/2016;24;VACA;16040;6,4;15;6,8;1,03;11,69;3,14;3,06;4,82;2,11
23/08/2016;25;VACA;23280;5;15;6,81;1,03;12,48;3,7;3,25;4,86;2,31
23/08/2016;26;VACA;6900;5;15;6,8;1,03;12,01;3,32;3,13;4,87;2,18
24/08/2016;22;VACA;24940;6,2;15;6,81;1,03;12,1;3,41;3,16;4,89;2,2
24/08/2016;20;VACA;21920;6,3;15;6,81;1,03;12,13;3,45;3,22;4,82;2,27
24/08/2016;21;VACA;30940;4,3;15;6,83;1,03;12,27;3,44;3,28;4,91;2,32
24/08/2016;23;VACA;28140;5,3;15;6,82;1,03;12,42;3,77;3,11;4,88;2,18
24/08/2016;24;VACA;16320;7,5;15;6,83;1,03;11,87;3,29;3,09;4,81;2,14
24/08/2016;24;VACA;6260;5,5;15;6,84;1,03;11,87;3,13;3,23;4,91;2,26
24/08/2016;26;VACA;6420;4,6;15;6,82;1,03;11,89;3,19;3,13;4,88;2,2
24/08/2016;32;VACA;26380;3,8;15;6,84;1,03;11,73;3,23;3,14;4,8;2,15
24/08/2016;27;VACA;11100;8,5;15;6,84;1,03;12,01;3,48;3,12;4,79;2,19
24/08/2016;18;VACA;25440;8,6;15;6,8;1,03;12,21;3,46;3,15;4,91;2,2
24/08/2016;25;VACA;24160;6,7;15;6,84;1,03;12,77;3,86;3,33;4,94;2,39
24/08/2016;18;VACA;27120;7,2;15;6,84;1,03;12,33;3,49;3,34;4,92;2,32
24/08/2016;18;VACA;25740;5,2;15;6,82;1,03;12,14;3,33;3,34;4,88;2,34
24/08/2016;18;VACA;25660;6,8;15;6,78;1,03;11,87;3,25;3,28;4,78;2,25
25/08/2016;23;VACA;21700;6,3;15;6,81;1,03;11,98;3,36;3,11;4,84;2,2
25/08/2016;20;VACA;22400;6,2;15;6,82;1,03;12,32;3,58;3,26;4,84;2,33
25/08/2016;21;VACA;28120;4,7;15;6,8;1,03;12,16;3,44;3,15;4,92;2,25
25/08/2016;22;VACA;25160;6,6;15;6,81;1,03;12,21;3,43;3,21;4,93;2,29
25/08/2016;32;VACA;22880;6;15;6,82;1,03;11,8;3,33;3,1;4,71;2,11
25/08/2016;26;VACA;6540;4,6;15;6,8;1,03;11,94;3,22;3,15;4,89;2,22
25/08/2016;25;VACA;21200;4,6;15;6,82;1,03;12,47;3,7;3,24;4,88;2,3
25/08/2016;18;VACA;25040;6,4;15;6,83;1,03;12,53;3,61;3,38;4,98;2,38
25/08/2016;18;VACA;25740;5,7;15;6,84;1,03;12,46;3,46;3,44;4,97;2,42
26/08/2016;22;VACA;24520;6,5;15;6,82;1,03;12,18;3,49;3,15;4,92;2,22
26/08/2016;21;VACA;28080;4,3;15;6,81;1,03;12,27;3,46;3,23;4,91;2,27
26/08/2016;20;VACA;22180;6,3;14;6,84;1,03;12,22;3,51;3,22;4,84;2,27
26/08/2016;23;VACA;23620;5,7;15;6,82;1,03;12,19;3,52;3,1;4,93;2,19
26/08/2016;24;VACA;16520;7,5;15;6,8;1,03;11,98;3,39;3,09;4,85;2,18
26/08/2016;24;VACA;13340;5,2;15;6,82;1,03;11,92;3,2;3,15;4,9;2,22
26/08/2016;27;VACA;11020;8,9;15;6,82;1,03;12,06;3,5;3,12;4,81;2,17
26/08/2016;26;VACA;6680;4,7;15;6,83;1,03;12,02;3,28;3,16;4,89;2,21
26/08/2016;29;VACA;16160;6,3;14;6,84;1,03;11,85;3,35;3,22;4,66;2,21
26/08/2016;29;VACA;5540;5,5;14;6,85;1,03;12,08;3,53;3,19;4,59;2,18
26/08/2016;32;VACA;26080;3,5;15;6,81;1,03;11,96;3,28;3,19;4,92;2,24
26/08/2016;25;VACA;23540;5;14;6,8;1,03;12,79;3,83;3,35;4,93;2,39
26/08/2016;31;VACA;21260;5;15;6,84;1,03;11,53;3,17;3,1;4,7;2,09
27/08/2016;24;VACA;17160;7,1;15;6,83;1,03;11,85;3,39;3,05;4,79;2,13
27/08/2016;26;VACA;6480;5;15;6,8;1,03;12,02;3,29;3,16;4,88;2,2
27/08/2016;24;VACA;6120;6,6;15;6,82;1,03;11,73;3,4;3,03;4,68;2,03
27/08/2016;32;VACA;22540;7;15;6,8;1,03;11,9;3,44;3,11;4,69;2,15
27/08/2016;25;VACA;22960;5,5;15;6,8;1,03;12,46;3,67;3,28;4,89;2,32
28/08/2016;26;VACA;6740;4,8;15;6,83;1,03;12,02;3,26;3,17;4,9;2,23
28/08/2016;32;VACA;26220;3,7;15;6,84;1,03;11,93;3,29;3,22;4,9;2,2
28/08/2016;27;VACA;10660;9;15;6,78;1,03;12,08;3,52;3,14;4,81;2,16
28/08/2016;31;VACA;11900;5,3;15;6,84;1,03;11,87;3,31;3,22;4,78;2,22
28/08/2016;31;VACA;7860;5,2;15;6,82;1,03;11,97;3,46;3,19;4,73;2,19
28/08/2016;25;VACA;23540;6;15;6,82;1,03;12,81;3,84;3,39;4,96;2,42
28/08/2016;5;VACA;17800;5,6;15;6,84;1,03;11,42;3,04;3,1;4,76;2,09
28/08/2016;5;VACA;11580;8;15;6,84;1,03;11,87;3,15;3,23;4,89;2,21
28/08/2016;30;VACA;21120;5,5;14;6,86;1,03;11,99;3,21;3,34;4,84;2,29
29/08/2016;24;VACA;16660;6,5;15;6,84;1,03;12,96;4,41;3,07;4,78;2,12
29/08/2016;24;VACA;6060;6;15;6,84;1,03;12,07;3,86;2,94;4,61;1,98
29/08/2016;32;VACA;22380;6,5;15;6,84;1,03;11,87;3,37;3,12;4,71;2,19
29/08/2016;29;VACA;12460;6,6;15;6,85;1,03;12,02;3,47;3,3;4,66;2,3
29/08/2016;29;VACA;9440;5,4;15;6,85;1,03;11,96;3,41;3,22;4,63;2,25
29/08/2016;25;VACA;22900;5,8;15;6,8;1,03;12,61;3,77;3,3;4,88;2,36
29/08/2016;26;VACA;7120;5,8;20;6,8;1,03;12,08;3,36;3,14;4,9;2,19
29/08/2016;18;VACA;24960;5;14;6,85;1,03;12,33;3,51;3,34;4,87;2,3
29/08/2016;18;VACA;25580;7,1;16;6,78;1,03;12,4;3,45;3,44;4,96;2,45
29/08/2016;18;VACA;25440;5,3;15;6,79;1,03;12,48;3,72;3,22;4,87;2,28
29/08/2016;18;VACA;25060;6;15;6,83;1,03;12,16;3,23;3,43;4,96;2,4
29/08/2016;7;VACA;14560;6;15;6,83;1,03;11,75;3,15;3,18;4,87;2,21
29/08/2016;7;VACA;9380;6;15;6,83;1,03;11,74;3,14;3,19;4,87;2,21
30/08/2016;18;VACA;25520;7,8;15;6,8;1,03;11,11;2,35;3,24;4,99;2,28
30/08/2016;18;VACA;25340;8;15;6,83;1,03;13,05;4,4;3,15;4,83;2,17
30/08/2016;30;VACA;15760;5,7;14;6,86;1,03;11,89;3,21;3,29;4,77;2,24
30/08/2016;30;VACA;6340;6;14;6,86;1,03;12,08;3,38;3,33;4,77;2,28
30/08/2016;18;VACA;26340;7,5;15;6,83;1,03;12,42;3,45;3,42;5;2,38
30/08/2016;24;VACA;16980;5,4;15;6,83;1,03;11,87;3,36;3,06;4,79;2,09
30/08/2016;24;VACA;7960;4,7;15;6,84;1,03;11,87;3,19;3,07;4,82;2,14
30/08/2016;26;VACA;6560;4,6;15;6,81;1,03;12,01;3,27;3,15;4,88;2,17
30/08/2016;32;VACA;26180;3,1;15;6,81;1,03;11,96;3,24;3,21;4,91;2,2
30/08/2016;27;VACA;5280;8;15;6,82;1,03;11,95;3,37;3,19;4,79;2,21
30/08/2016;25;VACA;23060;5,8;15;6,81;1,03;12,77;3,82;3,36;4,94;2,42
30/08/2016;18;VACA;25360;7;16;6,79;1,03;12,25;3,47;3,12;4,92;2,16
30/08/2016;31;VACA;23100;4;15;6,81;1,03;11,71;3,29;3,1;4,72;2,17
30/08/2016;27;VACA;5500;4;15;6,8;1,03;;;;;
31/08/2016;26;VACA;6880;5;15;6,82;1,03;11,97;3,23;3,16;4,92;2,23
31/08/2016;24;VACA;5920;8,5;15;6,83;1,03;12;3,3;3,14;4,88;2,21
31/08/2016;24;VACA;12780;5,6;15;6,83;1,03;12,07;3,31;3,27;4,9;2,28
31/08/2016;18;VACA;26360;7;15;6,81;1,03;12,24;3,51;3,27;4,87;2,26
31/08/2016;32;VACA;22000;6,7;15;6,83;1,03;11,82;3,32;3,11;4,7;2,14
31/08/2016;25;VACA;21420;6;15;6,83;1,03;12,57;3,75;3,32;4,88;2,36
31/08/2016;30;VACA;15840;5,7;14;6,86;1,03;12,04;3,37;3,3;4,74;2,28
31/08/2016;30;VACA;4200;5,6;14;6,86;1,03;12,16;3,51;3,27;4,69;2,31
31/08/2016;18;VACA;25500;4,6;15;6,83;1,03;12,25;3,51;3,28;4,86;2,26
31/08/2016;18;VACA;23800;7;15;6,8;1,03;12,18;3,37;3,19;4,93;2,24
01/09/2016;18;VACA;25280;6,5;15;6,8;1,03;12,28;3,46;3,38;4,89;2,37
01/09/2016;18;VACA;25260;7,2;15;6,83;1,03;11,99;3,09;3,4;4,98;2,41
01/09/2016;27;VACA;4060;4;15;6,8;1,03;11,89;3,37;3,21;4,73;2,23
01/09/2016;32;VACA;25660;3,4;15;6,84;1,03;11,98;3,31;3,23;4,91;2,26
01/09/2016;26;VACA;6240;5;15;6,82;1,03;12,02;3,25;3,17;4,93;2,23
01/09/2016;29;VACA;8400;6,8;15;6,83;1,03;12,21;3,6;3,3;4,67;2,28
01/09/2016;29;VACA;9560;5,5;15;6,83;1,03;12,02;3,41;3,26;4,68;2,26
01/09/2016;25;VACA;22960;5,7;15;6,8;1,03;12,75;3,83;3,37;4,91;2,4
01/09/2016;24;VACA;16760;4,2;14;6,86;1,03;11,8;3,19;3,12;4,84;2,15
01/09/2016;18;VACA;24740;6,5;15;6,83;1,03;12,26;3,39;3,42;4,92;2,39
01/09/2016;31;VACA;19040;4,1;14;6,86;1,03;12,03;3,55;3,07;4,74;2,14
01/09/2016;18;VACA;25680;8,5;16;6,81;1,03;12,33;3,47;3,24;4,95;2,23
01/09/2016;18;VACA;24940;5,2;15;6,84;1,03;12,13;3,38;3,3;4,86;2,23
02/09/2016;30;VACA;15960;5,5;14;6,85;1,03;11,76;3,2;3,24;4,73;2,23
02/09/2016;30;VACA;3880;6;14;6,86;1,03;11,97;3,4;3,25;4,74;2,24
02/09/2016;24;VACA;16320;6,5;15;6,81;1,03;12,83;4,21;3,08;4,8;2,14
02/09/2016;24;VACA;6420;4,6;15;6,8;1,03;11,9;3,17;3,18;4,93;2,19
02/09/2016;26;VACA;7300;4,6;15;6,82;1,03;12,03;3,26;3,16;4,92;2,21
02/09/2016;32;VACA;20520;7;15;6,77;1,03;11,79;3,32;3,08;4,68;2,12
02/09/2016;18;VACA;25540;7;15;6,83;1,03;12,43;3,44;3,45;4,98;2,42
02/09/2016;25;VACA;25880;6;15;6,8;1,03;12,44;3,66;3,27;4,85;2,29
02/09/2016;18;VACA;26600;7,5;15;6,81;1,03;12,13;3,06;3,44;5,03;2,43
02/09/2016;18;VACA;25560;6;15;6,8;1,03;12,31;3,48;3,36;4,88;2,28
03/09/2016;27;VACA;5060;7,2;15;6,79;1,03;12,12;3,45;3,28;4,75;2,28
03/09/2016;24;VACA;16160;8,1;15;6,8;1,03;11,93;3,38;3,08;4,67;2,17
03/09/2016;26;VACA;7660;4,5;16;6,79;1,03;12,1;3,24;3,2;4,97;2,24
03/09/2016;32;VACA;25040;2,7;15;6,8;1,03;12,03;3,35;3,22;4,89;2,24
03/09/2016;31;VACA;16380;4,8;15;6,81;1,03;11,81;3,43;3,06;4,71;2,1
03/09/2016;31;VACA;5500;4,5;15;6,83;1,03;11,97;3,55;3,08;4,74;2,12
03/09/2016;25;VACA;23720;6,6;15;6,78;1,03;12,68;3,71;3,38;4,95;2,43
03/09/2016;30;VACA;19540;5,6;15;6,83;1,03;12,05;3,33;3,33;4,77;2,29
04/09/2016;26;VACA;7340;4,5;16;6,8;1,03;12,17;3,33;3,17;4,95;2,23
04/09/2016;32;VACA;21640;7,1;15;6,8;1,03;11,83;3,3;3,11;4,71;2,15
04/09/2016;29;VACA;16460;6,3;15;6,82;1,03;12,18;3,54;3,32;4,65;2,28
04/09/2016;29;VACA;5160;5,6;15;6,79;1,03;12,12;3,49;3,28;4,62;2,25
04/09/2016;25;VACA;23560;5,8;15;6,81;1,03;12,6;3,73;3,3;4,92;2,33
05/09/2016;20;VACA;22160;6,3;15;6,8;1,03;12,3;3,6;3,2;4,79;2,27
05/09/2016;23;VACA;27000;5,2;15;6,83;1,03;12;3,42;3,08;4,82;2,16
05/09/2016;22;VACA;25060;6,4;15;6,84;1,03;12,32;3,52;3,19;4,97;2,28
05/09/2016;21;VACA;25720;4,7;15;6,81;1,03;12,36;3,55;3,22;4,89;2,29
05/09/2016;19;VACA;21360;5,6;15;6,79;1,03;12,17;3,47;3,21;4,87;2,29
05/09/2016;24;VACA;16740;5,5;15;6,88;1,03;12,43;3,87;3,11;4,75;2,16
05/09/2016;24;VACA;8340;5,3;16;6,8;1,03;12,44;4;3,05;4,7;2,06
05/09/2016;27;VACA;4900;7,3;15;6,83;1,03;12;3,43;3,2;4,75;2,25
05/09/2016;32;VACA;25500;3;15;6,81;1,03;12,04;3,33;3,21;4,91;2,22
05/09/2016;26;VACA;7060;4,8;15;6,81;1,03;12,18;3,35;3,17;4,95;2,23
05/09/2016;18;VACA;27460;7,5;15;6,82;1,03;12,21;3,29;3,39;4,96;2,39
05/09/2016;25;VACA;23540;6,3;15;6,81;1,03;12,78;3,8;3,36;4,97;2,39
05/09/2016;18;VACA;26060;5,4;15;6,82;1,03;12,39;3,61;3,29;4,87;2,25
05/09/2016;18;VACA;25400;7,4;15;6,82;1,03;12,31;3,36;3,39;5,02;2,38
06/09/2016;20;VACA;21000;6,5;15;6,83;1,03;12,29;3,51;3,23;4,89;2,26
06/09/2016;23;VACA;22800;5,6;15;6,83;1,03;12,11;3,37;3,16;4,91;2,23
06/09/2016;22;VACA;25320;6,7;15;6,84;1,03;12,3;3,53;3,17;4,93;2,28
06/09/2016;19;VACA;20780;6,4;15;6,84;1,03;12,25;3,46;3,3;4,84;2,35
06/09/2016;21;VACA;27800;5,2;15;6,84;1,03;12,41;3,6;3,22;4,89;2,31
06/09/2016;18;VACA;25420;7;15;6,83;1,03;12,36;3,39;3,43;5;2,41
06/09/2016;32;VACA;21360;5,8;15;6,78;1,03;11,91;3,34;3,13;4,71;2,16
06/09/2016;18;VACA;25340;8,5;15;6,82;1,03;12,3;3,43;3,37;4,99;2,38
06/09/2016;26;VACA;7280;5;15;6,84;1,03;12,23;3,45;3,13;4,91;2,23
06/09/2016;25;VACA;23040;4,7;15;6,82;1,03;12,64;3,77;3,29;4,93;2,32
06/09/2016;24;VACA;16680;4,1;14;6,85;1,03;12,01;3,33;3,15;4,88;2,22
06/09/2016;24;VACA;10080;5,2;14;6,85;1,03;12,07;3,3;3,1;4,92;2,19
07/09/2016;27;VACA;5280;7;15;6,84;1,03;11,9;3,25;3,22;4,85;2,3
07/09/2016;24;VACA;15100;8,5;15;6,82;1,03;11,72;3,23;3,08;4,74;2,1
07/09/2016;24;VACA;5980;6,2;15;6,82;1,03;11,82;3,15;3,16;4,92;2,2
07/09/2016;26;VACA;6380;4;15;6,83;1,03;12,02;3,29;3,13;4,92;2,19
07/09/2016;32;VACA;24960;3,5;15;6,83;1,03;12,06;3,41;3,18;4,87;2,18
07/09/2016;29;VACA;16280;6,4;15;6,83;1,03;12,16;3,58;3,3;4,59;2,27
07/09/2016;29;VACA;3260;6,2;15;6,85;1,03;12,07;3,54;3,23;4,59;2,22
07/09/2016;25;VACA;23460;5,9;15;6,83;1,03;12,77;3,83;3,34;4,96;2,37
08/09/2016;22;VACA;22520;7,4;15;6,82;1,03;12,3;3,56;3,18;4,97;2,26
08/09/2016;23;VACA;22700;6,1;15;6,83;1,03;12,12;3,36;3,17;4,94;2,26
08/09/2016;19;VACA;21020;4,6;16;6,82;1,03;12,21;3,43;3,3;4,86;2,36
08/09/2016;21;VACA;23260;5,5;15;6,88;1,03;12,45;3,64;3,24;4,94;2,31
08/09/2016;18;VACA;25240;5,1;15;6,82;1,03;12,29;3,58;3,28;4,88;2,28
08/09/2016;26;VACA;6620;4,5;15;6,8;1,03;12,22;3,47;3,12;4,96;2,23
08/09/2016;32;VACA;21080;6,8;15;6,81;1,03;11,93;3,36;3,17;4,69;2,14
08/09/2016;25;VACA;21480;5,7;15;6,83;1,03;12,59;3,8;3,26;4,93;2,31
08/09/2016;18;VACA;25380;7,4;15;6,82;1,03;12,07;3,24;3,35;4,94;2,32
09/09/2016;20;VACA;22740;6;15;6,84;1,03;12,3;3,62;3,23;4,81;2,28
09/09/2016;22;VACA;24320;6;14;6,85;1,03;12,18;3,44;3,16;4,98;2,19
09/09/2016;23;VACA;25080;5,3;15;6,84;1,03;12,19;3,5;3,1;4,93;2,16
09/09/2016;19;VACA;21260;6;15;6,84;1,03;12,16;3,5;3,2;4,86;2,26
09/09/2016;21;VACA;24420;4;14;6,86;1,03;12,39;3,64;3,21;4,89;2,24
09/09/2016;18;VACA;24780;5,6;15;6,83;1,03;11,95;3,18;3,2;4,96;2,23
09/09/2016;18;VACA;26020;6,8;14;6,85;1,03;12,2;3,38;3,39;4,92;2,36
09/09/2016;24;VACA;15740;7,2;15;6,83;1,03;12,7;4,19;3,09;4,79;2,16
09/09/2016;24;VACA;8960;6,3;15;6,83;1,03;12,39;3,89;3;4,77;2,1
09/09/2016;27;VACA;5380;7;15;6,83;1,03;12,22;3,66;3,16;4,79;2,23
09/09/2016;32;VACA;25340;3,3;15;6,82;1,03;11,98;3,33;3,16;4,91;2,18
09/09/2016;26;VACA;6420;4,6;15;6,8;1,03;12,14;3,43;3,09;4,92;2,17
09/09/2016;25;VACA;23100;6;15;6,83;1,03;12,64;3,74;3,33;4,95;2,39
10/09/2016;24;VACA;15560;7,3;15;6,81;1,03;12,04;3,43;3,12;4,84;2,17
10/09/2016;24;VACA;2620;7,3;15;6,78;1,03;12,17;3,47;3,14;4,96;2,2
10/09/2016;26;VACA;6480;4,6;15;6,8;1,03;12,16;3,45;3,11;4,92;2,17
10/09/2016;32;VACA;20160;6,3;15;6,78;1,03;11,76;3,26;3,13;4,72;2,19
10/09/2016;29;VACA;16760;7;15;6,83;1,03;12,13;3,59;3,24;4,66;2,26
10/09/2016;29;VACA;2780;8;15;6,8;1,03;11,94;3,43;3,21;4,6;2,23
10/09/2016;25;VACA;22060;4,5;15;6,81;1,03;12,44;3,68;3,28;4,89;2,32
11/09/2016;26;VACA;6780;4,6;16;6,79;1,03;12,15;3,4;3,15;4,94;2,22
11/09/2016;32;VACA;25400;3,7;15;6,8;1,03;12,04;3,31;3,24;4,91;2,26
11/09/2016;27;VACA;5060;6,9;15;6,82;1,03;12,01;3,43;3,21;4,77;2,26
11/09/2016;25;VACA;23420;6,5;15;6,79;1,03;12,68;3,72;3,38;4,96;2,42
11/09/2016;34;VACA;23820;6,3;15;6,81;1,03;12,08;3,37;3,29;4,85;2,29
12/09/2016;22;VACA;25160;6,5;15;6,82;1,03;12,21;3,4;3,23;4,91;2,27
12/09/2016;20;VACA;20100;6,7;15;6,81;1,03;12,21;3,5;3,28;4,82;2,3
12/09/2016;19;VACA;20920;5,1;15;6,82;1,03;12,38;3,62;3,31;4,84;2,34
12/09/2016;23;VACA;19940;5,7;15;6,8;1,03;12,22;3,4;3,23;4,95;2,3
12/09/2016;21;VACA;23980;4,6;15;6,82;1,03;12,22;3,5;3,24;4,84;2,25
12/09/2016;24;VACA;16000;6,8;15;6,83;1,03;12,62;3,91;3,19;4,87;2,24
12/09/2016;24;VACA;5280;6;15;6,83;1,03;11,97;3,3;3,14;4,92;2,19
12/09/2016;26;VACA;6800;4,8;15;6,8;1,03;12,1;3,35;3,17;4,92;2,23
12/09/2016;32;VACA;21380;8,2;15;6,8;1,03;11,73;3,14;3,17;4,74;2,21
12/09/2016;25;VACA;22760;5,5;15;6,82;1,03;12,44;3,64;3,29;4,84;2,34
12/09/2016;18;VACA;24740;7,2;15;6,82;1,03;12,07;3,18;3,44;4,96;2,39
12/09/2016;18;VACA;25440;7;15;6,82;1,03;12,16;3,25;3,42;4,98;2,39
13/09/2016;20;VACA;20480;6;15;6,82;1,03;12,21;3,54;3,23;4,75;2,28
13/09/2016;19;VACA;22180;7,1;15;6,8;1,03;12,17;3,48;3,23;4,83;2,26
13/09/2016;22;VACA;27480;6,7;15;6,82;1,03;12,25;3,46;3,22;4,93;2,27
13/09/2016;23;VACA;18900;6,3;15;6,79;1,03;12,17;3,38;3,22;4,93;2,28
13/09/2016;21;VACA;25360;4,4;15;6,8;1,03;12,05;3,44;3,2;4,77;2,22
13/09/2016;18;VACA;25800;8,3;15;6,83;1,03;12,41;3,56;3,38;4,94;2,34
13/09/2016;18;VACA;26180;5,3;15;6,82;1,03;12,58;3,78;3,2;4,94;2,24
13/09/2016;32;VACA;26100;4,2;15;6,82;1,03;11,96;3,25;3,24;4,88;2,27
13/09/2016;26;VACA;7000;4,7;15;6,81;1,03;12,05;3,27;3,16;4,94;2,23
13/09/2016;29;VACA;16540;6;15;6,83;1,03;11,65;3,22;3,22;4,58;2,21
13/09/2016;29;VACA;2940;5,9;16;6,84;1,03;11,98;3,54;3,2;4,55;2,21
13/09/2016;25;VACA;23640;6,5;15;6,8;1,03;12,81;3,81;3,39;4,91;2,41
13/09/2016;24;VACA;14520;4;15;6,79;1,03;12,08;3,39;3,15;4,86;2,23
13/09/2016;24;VACA;10220;5,1;15;6,78;1,03;11,92;3,2;3,08;4,89;2,16
14/09/2016;22;VACA;23320;4,3;15;6,8;1,03;12,25;3,46;3,22;4,93;2,27
14/09/2016;19;VACA;20160;4,7;15;6,82;1,03;12,2;3,48;3,28;4,78;2,31
14/09/2016;20;VACA;21540;5,3;15;6,8;1,03;12,45;3,61;3,28;4,89;2,33
14/09/2016;23;VACA;23100;5,5;15;6,83;1,03;12,3;3,51;3,2;4,9;2,28
14/09/2016;18;VACA;25280;6,7;15;6,81;1,03;11,91;3,22;3,19;4,82;2,18
14/09/2016;21;VACA;24520;4;15;6,81;1,03;12,34;3,47;3,28;4,9;2,32
14/09/2016;24;VACA;14440;5,9;14;6,85;1,03;11,72;3,16;3,14;4,71;2,15
14/09/2016;24;VACA;5480;5,5;15;6,83;1,03;11,87;3,29;3,11;4,86;2,14
14/09/2016;26;VACA;6760;4,5;15;6,8;1,03;12,04;3,29;3,17;4,9;2,2
14/09/2016;18;VACA;25120;7;15;6,81;1,03;11,99;3,08;3,42;4,97;2,36
14/09/2016;32;VACA;21640;6,4;15;6,79;1,03;11,95;3,28;3,21;4,72;2,23
14/09/2016;25;VACA;23460;4,6;15;6,79;1,03;12,45;3,64;3,29;4,82;2,31
14/09/2016;30;VACA;9320;6;15;6,82;1,03;12,19;3,48;3,29;4,73;2,25
15/09/2016;21;VACA;25160;3,7;15;6,83;1,03;12,37;3,46;3,32;4,88;2,33
15/09/2016;26;VACA;6980;3,8;15;6,79;1,03;12,05;3,25;3,2;4,9;2,23
15/09/2016;32;VACA;25160;3,3;15;6,79;1,03;12,08;3,35;3,22;4,87;2,22
15/09/2016;25;VACA;24060;6,3;15;6,8;1,03;12,32;3,69;3,28;4,66;2,27
16/09/2016;22;VACA;23140;6,2;15;6,81;1,03;12,47;3,6;3,25;4,89;2,27
16/09/2016;20;VACA;20120;6,2;15;6,83;1,03;12,56;3,64;3,33;4,86;2,37
16/09/2016;21;VACA;24740;3,7;16;7,7;1,03;12,56;3,64;3,33;4,88;2,35
16/09/2016;23;VACA;22660;5;15;8,2;1,03;12,42;3,52;3,25;4,91;2,3
16/09/2016;19;VACA;21160;4,6;15;6,83;1,03;12,27;3,43;3,33;4,85;2,37
16/09/2016;31;VACA;16020;6,5;15;6,83;1,03;11,77;3,26;3,2;4,71;2,2
16/09/2016;31;VACA;4180;4,8;14;6,5;1,03;12,01;3,41;3,29;4,71;2,28
16/09/2016;24;VACA;15740;4,7;15;6,8;1,03;12,24;3,49;3,24;4,81;2,24
16/09/2016;24;VACA;12600;5;15;6,8;1,03;12,26;3,5;3,18;4,85;2,23
16/09/2016;32;VACA;22060;5,5;15;6,81;1,03;12,03;3,33;3,25;4,7;2,23
16/09/2016;26;VACA;6700;5,5;15;6,81;1,03;12,1;3,29;3,22;4,89;2,25
16/09/2016;25;VACA;23180;6;15;6,8;1,03;12,58;3,7;3,32;4,83;2,36
16/09/2016;29;VACA;16320;5;14;6,85;1,03;12,05;3,48;3,32;4,59;2,25
16/09/2016;29;VACA;2880;5,3;14;6,86;1,03;12,07;3,55;3,26;4,51;2,24
17/09/2016;18;VACA;25900;5,5;15;6,78;1,03;12,2;3,33;3,38;4,89;2,34
17/09/2016;32;VACA;25900;3,4;15;6,79;1,03;12,09;3,33;3,27;4,85;2,27
17/09/2016;24;VACA;15180;7,5;15;6,8;1,03;12,05;3,33;3,18;4,81;2,23
17/09/2016;24;VACA;3620;6,8;15;6,79;1,03;12,51;3,71;3,16;4,9;2,18
17/09/2016;26;VACA;6920;5;16;6,78;1,03;12;3,2;3,18;4,9;2,22
17/09/2016;25;VACA;24100;5,7;15;6,8;1,03;12,92;3,88;3,41;4,91;2,41
17/09/2016;18;VACA;26040;6,5;16;6,75;1,03;12,29;3,27;3,44;4,96;2,35
17/09/2016;34;VACA;13920;6,1;15;7,8;1,03;12,13;3,29;3,34;4,85;2,29
17/09/2016;18;VACA;25160;6;15;6,79;1,03;12,19;3,14;3,45;4,99;2,38
18/09/2016;26;VACA;7120;4,3;15;6,79;1,03;12,09;3,24;3,22;4,9;2,25
18/09/2016;32;VACA;23180;5,4;15;6,78;1,03;12,08;3,44;3,23;4,64;2,21
18/09/2016;25;VACA;23600;6,4;16;6,78;1,03;12,66;3,75;3,33;4,85;2,34
19/09/2016;21;VACA;26340;3;15;6,82;1,03;12,39;3,54;3,29;4,85;2,32
19/09/2016;20;VACA;23020;5,8;15;6,82;1,03;12,48;3,68;3,33;4,76;2,35
19/09/2016;19;VACA;21540;5,8;15;6,8;1,03;12,36;3,57;3,28;4,84;2,33
19/09/2016;22;VACA;25460;6,1;15;6,83;1,03;12,42;3,53;3,27;4,93;2,33
19/09/2016;23;VACA;24000;5,6;15;6,81;1,03;12,45;3,64;3,22;4,86;2,27
19/09/2016;24;VACA;16320;7;15;6,8;1,03;12,75;3,94;3,24;4,83;2,25
19/09/2016;24;VACA;6340;5,1;15;6,8;1,03;12,22;3,51;3,15;4,87;2,17
19/09/2016;26;VACA;7060;4,6;15;6,81;1,03;12,13;3,32;3,21;4,87;2,23
19/09/2016;32;VACA;26120;3;15;6,83;1,03;12,15;3,34;3,27;4,87;2,26
19/09/2016;29;VACA;14680;6,9;15;6,82;1,03;12,23;3,45;3,43;4,65;2,39
19/09/2016;29;VACA;7580;4,8;15;6,85;1,03;12,02;3,44;3,29;4,55;2,23
19/09/2016;25;VACA;23880;6;16;6,78;1,03;12,93;3,9;3,43;4,88;2,43
