fecha;receta;litros_past;kg_cuba;est_cuba;mg_cuba;mp_cuba;lactosa_cuba;ph_cuajado;ph_inicio_moldeo_cuba;ph_final_moldeo_cuba;formato;ph_inicio_moldeo_queso;ph_inicio_desmoldeo_queso;ph_fin_desmoldeo_queso;mg_salida_salmuera;ph_salida_salmuera;est_salida_salmuera;peso_queso_total;sal_queso;est_kg_entrada;mg_kg_entrada;coef_recup_mp;coef_recup_mg;mp_kg_recuperado;mg_kg_recuperado;est_kg_recuperado;kg_queso_por_mg;kg_queso_por_est;kg_queso_estimado
2022-02-23;iqm+ barra 4,2 kg;10730;11308,08;13,260000000000002;5,08;4,04;4,14;6,57;6,41;;barra;6,27;5,2;5,05;31,85;5,55;58,23;5098,1;1,3;1422,7980000000002;545,0840000000001;0,924979960618438;0,9240567460039711;422,5737946800339;530,8248265043114;516,204697080034;1666,6399576273514;886,4926963421501;886,4926963421501
2022-02-23;wasabi barra 4,2 kg;11750;12548,0;13,56;5,35;3,98;4,23;6,57;6,33;6,2;barra;6,34;5,8;5,59;32,86;5,7;56,85;6424,5;1,67;1593,3;628,6249999999999;0,9272788506462468;0,9268449659921943;463,09270171278234;622,2077088799479;569,2487817127824;1893,5109825926593;1001,3171182282891;1001,3171182282891
2022-02-23;oveja do barra 4,2 kg;9890;10572,32;15,320000000000002;6,37;4,98;3,97;6,58;6,48;6,42;barra;6,4;5,5;5,04;33,48;5,39;59,42;5527,0;1,3;1515,1480000000001;629,993;0,9300265512977488;0,9278546783317161;489,66040777904766;624,870027688632;573,6046285790477;1866,3979321643728;965,339327800484;965,339327800484
2022-02-24;iqm  pequeño;9120;9768,79;13,21;5,06;3,99;4,16;6,55;6,45;6,37;1 kg;6,35;5,66;5,39;29,7;5,5;54,12;18381,0;1,96;1204,7520000000002;461,472;;;;;;;;
2022-02-24;iqm  pequeño;9120;9686,63;14,280000000000001;5,49;4,31;4,48;6,55;6,45;6,38;1 kg;6,33;5,69;5,4;;;;9169,0;;1302,336;500,68800000000005;;;;;;;;
2022-02-24;tierno barra 3 kg;9020;9450,37;13,48;5,03;3,89;4,56;6,59;6,41;6,36;barra;6,2;5,13;4,9;31,16;5,39;58,19;17795,0;1,38;1215,896;453,7060000000001;0,9331310974103771;0,933705209210362;343,03708761942676;443,84014280765615;429,22446201942677;1424,3907022068554;737,62581546559;737,62581546559
2022-02-24;iqm  barra 3 kg;7900;8866,72;13,73;5,29;4,16;4,28;6,58;6,44;6,35;barra;6,28;5,5;5,17;33,13;5,47;58,96;2566,0;1,56;1084,67;417,91;;;;;;;;
2022-02-24;iqm  barra 3 kg;7500;7500,0;12,8;4,9;3,89;4,01;6,61;6,44;6,35;barra;6,27;5,37;5,2;32,13;5,4;57,42;1062,4;1,31;960,0;367,5;;;;;;;;
2022-02-25;tierno mini;8510;9141,13;12,760000000000002;4,82;3,74;4,2;6,63;6,47;6,4;500 g;6,35;5,7;5,42;31,06;5,61;57,24;3808,0;1,63;1085,8760000000002;410,182;0,9384636170266858;0,9385664474675725;320,8403103393169;413,53469125907185;397,6258023393169;1331,405960267456;694,6642249114551;694,6642249114551
2022-02-25;light mini;9020;9261,41;10,4;2,52;3,48;4,4;6,63;6,5;6,43;500 g;6,38;5,8;5,48;19,81;;;3428,0;;938,08;227,304;0,941403367887025;0,9424050804215636;303,41154527531353;219,94559586385023;384,9119532753135;1110,275597495458;;
2022-02-25;oveja do 3 kg;11700;12311,0;15,72;6,19;4,87;4,66;6,62;6,5;6,46;500 g;6,37;5,76;5,4;30,74;5,69;48,48;4929,0;1,93;1839,24;724,23;0,8938062305953924;0,8936047535235596;535,877682186676;680,9723066669069;650,616202186676;2215,264497940491;1342,0301200220215;1342,0301200220215
2022-02-25;wasabi 3 kg;12530;12995,0;13,71;5,28;3,99;4,44;6,59;6,48;6,42;3 kg;6,39;5,8;5,43;30,88;5,54;57,0;13009,0;1,95;1717,8630000000003;661,5840000000001;0,9065310087800815;0,9058991442071684;470,03678131797665;621,5700152097298;585,4323813179767;2012,856266870887;1027,074353189433;1027,074353189433
2022-02-25;cabra mini;8520;8835,0;12,03;4,52;3,17;4,34;6,59;6,45;6,4;500 g;6,32;5,55;5,34;30,68;5,29;56,32;4436,0;1,24;1024,956;385,1039999999999;0,9448131535792446;0,9448068770654198;264,61334751636224;377,30106790105884;341,3011475163622;1229,7948758183143;606,0034579480863;606,0034579480863
2022-02-25;iqm  mini;8820;9189,41;13,05;5,02;4,0;4,03;6,6;6,51;6,45;500 g;6,37;5,8;5,54;31,43;5,41;57,11;12240,0;1,27;1151,01;442,76399999999995;;;;;;;;
2022-02-25;wasabi mini;7500;7800,0;;5,13;3,88;;6,58;6,49;6,42;500 g;6,34;5,77;5,4;30,58;5,41;55,14;4029,0;1,87;;384,75;0,9512309665631046;0,9495987296872732;287,88053972065796;379,97243569706546;;1242,5521115011952;;
2022-02-26;cabra barra 4,2 kg;11030;11485,57;12,83;4,93;3,42;4,48;6,6;6,47;6,37;barra;6,28;5,42;5,27;0,0;0,0;0,0;7548,0;0,0;1415,149;543,779;0,9091207586867428;0,9104277746047902;357,1085378423594;515,5193494037597;460,0192450423594;inf;inf;inf
2022-02-26;tierno barra 4,2 kg;13030;13265,39;13,16;4,92;3,89;4,35;6,58;6,49;6,39;barra;6,29;5,64;6,38;31,72;5,42;58,46;15044,0;1,73;1714,7479999999998;641,076;0,9176274257053281;0,9185599661536975;473,51747282274306;599,5047645192473;588,926365822743;1889,9897998715237;1007,4005573430431;1007,4005573430431
2022-02-26;oveja normal 3 kg;14030;15085,08;15,379999999999999;6,32;4,88;4,18;6,6;6,5;6,49;3 kg;6,44;5,6;5,28;;;;5390,0;;2157,814;886,696;0,9542114598136445;0,9549061785380298;702,4445829604339;910,3856412507973;828,5558517604338;;;
2022-02-26;madurado 3 kg;13530;13790,46;13,010000000000002;4,82;3,82;4,37;6,58;6,38;6,24;3 kg;6,3;5,16;5,0;31,33;5,24;57,53;10250,0;1,86;1760,2530000000002;652,1460000000001;0,9205479656116877;0,9207340128349873;484,94059209784535;612,0120566976664;605,4692124978453;1953,4377807139049;1052,4408352126634;1052,4408352126634
2022-02-26;iqm sin lactosa;12030;12803,6;13,7;5,3;4,14;4,26;6,56;6,47;6,45;barra;6,35;5,95;5,53;30,5;5,4;56,48;6240,0;2,44;1648,11;637,59;0,9568634292976227;0,956661104185027;507,2036793788987;649,1814240178009;616,2903513788987;2128,4636853042653;1091,1656362940842;1091,1656362940842
2022-02-26;iqm+ barra 4,2 kg;12030;12710,42;13,63;5,23;4,14;4,26;6,57;6,5;6,46;barra;;5,65;5,31;31,34;5,44;57,56;14558,0;2,03;1639,6890000000003;629,1690000000001;0,9236818996228734;0,9250440170269719;486,05193447102886;614,9276040872682;594,3447128710288;1962,1174348668414;1032,565519233893;1032,565519233893
2022-02-26;madurado barra 4,2 kg;13030;13640,36;12,84;4,75;3,77;4,32;6,58;6,35;6,22;barra;;5,25;5,1;;;;3591,0;;1673,0520000000001;618,925;0,960156154355975;0,9601412787872212;493,75221018149125;622,091952942108;611,6049205814912;;;
2022-02-26;oveja do barra 4,2 kg;11530;12261,51;14,969999999999999;6,14;4,89;3,94;6,63;6,48;6,41;barra;;5,7;5,4;30,62;5,52;58,09;6155,0;1,69;1726,0409999999997;707,942;0,9303190040675094;0,930233793412676;557,8079612294702;700,332756960422;654,4286600294702;2287,174255259379;1126,5771389730935;1126,5771389730935
;tierno pequeño;8830;9237,41;12,530000000000001;4,65;3,65;4,23;6,57;6,41;6,35;1 kg;6,31;5,48;5,28;30,47;5,43;57,6;3673,0;1,68;1106,3990000000001;410,595;0,9648151349107507;0,9627142065764361;325,30234360122097;413,5238415121625;403,450832201221;1357,1507762132017;700,4354725715641;700,4354725715641
;tierno barra 3 kg;8830;9277,82;13,23;4,93;3,85;4,45;6,57;6,4;6,33;barra;6,27;5,34;5,05;32,46;5,51;58,49;10503,0;1,75;1168,209;435,31899999999996;0,9333076619068046;0,9331113584025206;333,3738289339993;426,8018937044538;415,9464269339993;1314,854878941632;711,1410958009905;711,1410958009905
;tierno barra 3 kg;8830;9174,15;12,16;4,5;3,55;4,11;6,57;6,42;6,35;barra;6,25;5,28;5,04;31,06;5,62;56,19;30,0;1,73;1073,728;397,35;0,9340168140619091;0,9312129612277099;304,1927675927752;384,43893247112374;379,60428059277524;1237,7299821993681;675,5726652300681;675,5726652300681
;oveja do 3 kg;9160;9217,12;15,96;6,55;5,18;4,23;6,55;6,48;6,4;3 kg;6,4;5,55;5,36;29,54;5,31;56,86;14211,0;1,83;1461,9360000000001;599,98;0,8939690282647247;0,894697143993823;426,8226661476068;540,1477765600666;504,79950134760685;1828,530049289325;887,7937062040219;887,7937062040219
;madurado pequeño;8630;9197,32;12,399999999999999;4,57;3,61;4,22;6,53;6,38;;1 kg;6,22;5,25;508,0;32,64;5,29;59,04;5140,0;1,16;1070,12;394,3910000000001;0,9024699204199912;0,904049700352093;299,6409978100267;379,9879316249337;377,2663786100267;1164,1787120861939;639,0013187839205;639,0013187839205
;tierno 3 kg;12000;12000,0;12,89;4,78;3,72;4,39;6,59;6,35;6,22;3 kg;6,31;5,23;5,06;31,51;5,42;57,17;15964,0;1,18;1546,8;573,6;0,8969336548203888;0,8967612172077672;400,3911835118215;514,3822341903754;505,7511835118215;1632,4412383064912;884,6443650722783;884,6443650722783
;wasabi 3 kg;11530;11945,0;13,73;5,44;4,05;4,24;6,51;6,39;6,3;3 kg;6,37;5,76;5,38;31,97;5,39;57,31;8107,7;1,63;1583,069;627,2320000000001;0,905685225517945;0,9054501088205873;438,14560576188;588,3687243124882;539,43920576188;1840,3776174929253;941,265408762659;941,265408762659
2022-03-01;tierno barra 4,2 kg;9620;10313,67;12,579999999999998;4,64;3,67;4,27;6,55;6,42;6,35;barra;6,3;5,37;5,2;31,73;5,46;58,44;10312,0;1,26;1210,1959999999997;446,36799999999994;0,9182173939517183;0,917760170028511;347,55601665384324;439,1980647227529;435,63475845384323;1384,172911196826;745,4393539593484;745,4393539593484
2022-03-01;light 3 kg;13030;13867,37;10,41;2,47;3,43;4,51;6,6;6,48;6,4;barra;6,33;5,49;5,3;21,15;5,34;53,32;1536,0;1,17;1356,4229999999998;321,841;0,9146928901134992;0,9151010501521241;435,074396704562;313,4441077912472;560,158074104562;1482,0052377836746;1050,5590287032296;1050,5590287032296
2022-03-01;light barra 4,2 kg;13030;13721,55;11,149999999999999;2,63;3,64;4,88;6,58;6,48;6,4;barra;6,37;5,7;5,49;19,91;5,52;49,71;16234,6;1,55;1452,8449999999998;342,689;0,9117828464876188;0,9128886676743906;455,4030905868875;329,4403091954941;589,3254185868875;1654,647459545425;1185,5268931540686;1185,5268931540686
2022-03-01;oveja do 3 kg;8530;9171,78;15,020000000000001;6,18;4,94;3,9;6,62;6,47;6,41;3 kg;6,4;5,44;5,35;32,08;5,44;59,51;3033,0;1,02;1281,2060000000001;527,154;0,8939062165598817;0,8943978755838551;405,01633125062796;506,9590298245299;476,556215250628;1580,2962276325748;800,8002272737826;800,8002272737826
2022-03-01;madurado 3 kg;12530;13083,23;13,17;4,84;3,84;4,49;6,57;6,36;6,2;3 kg;6,25;5,13;4,95;32,11;5,25;58,84;21863,0;1,32;1650,201;606,452;0,920791908112125;0,9210195432790486;462,60220093324017;583,2156691299937;580,0896063332402;1816,3054161631694;985,8762854065944;985,8762854065944
2022-03-01;cabra barra 4,2 kg;14030;14532,38;12,419999999999998;4,68;3,35;4,39;6,59;6,43;6,33;barra;6,35;5,3;5,1;32,05;5,47;57,99;5628,0;1,5;1742,5259999999998;656,6039999999999;0,9089454532173044;0,9084982073455531;442,506214301774;617,8836071521324;570,1005107017739;1927,8739692734243;983,1014152470667;983,1014152470667
2022-03-01;iqm+ barra 4,2 kg;14030;14763,67;13,27;5,06;4,04;4,17;6,58;6,42;;barra;6,24;5,3;507,0;31,27;5,36;58,21;10314,7;1,14;1861,781;709,9179999999999;0,923841085582999;0,9250844740971286;551,0271107675619;691,0766800232939;674,1561185675619;2210,0309562625325;1158,1448523751276;1158,1448523751276
2022-03-01;vaca barra 4,2 kg;14820;15810,99;12,85;5,03;3,97;3,85;6,56;6,44;6,38;barra;6,38;5,5;5,24;30,76;5,41;56,94;2351,0;1,55;1904,37;745,446;0,9701249876219508;0,9698525812580794;608,9438681782193;771,3167720264076;730,6884911782194;2507,5317686164094;1283,2604341029494;1283,2604341029494
2022-03-02;iqm+ 3 kg;8530;8971,6;13,16;5,07;4,01;4,08;6,55;6,42;6,35;500 g;6,33;5,65;5,28;30,5;5,72;56,22;5253,0;0,67;1122,548;432,47100000000006;0,9724314173691228;0,9715984050428202;349,84305473315976;441,9413671095859;423,05131073315977;1448,9880888838882;752,492548440341;752,492548440341
2022-03-02;tierno barra 3 kg;7430;7811,01;13,2;5,08;4,03;4,09;6,56;6,43;6,37;500 g;6,32;5,64;5,31;31,36;5,48;57,86;18109,0;1,1;980,76;377,444;0,9323047176537531;0,9322046872933057;293,4743313474179;369,8981748323401;357,3683931474179;1179,522241174554;617,6432650318319;617,6432650318319
2022-03-02;madurado mini;9520;9749,66;12,42;4,67;3,67;4,08;6,54;6,38;6,26;500 g;6,31;5,7;5,28;31,98;5,37;58,42;4282,0;1,1;1182,384;444,584;0,9759056529352395;0,9729308552611334;349,19126291081466;442,98429347565576;428,7484885108147;1385,1916619001117;733,9070327127947;733,9070327127947
2022-03-02;iqm  mini;9740;10226,81;13,59;5,16;4,12;4,31;6,55;6,43;6,36;500 g;6,35;5,72;5,37;;;;10070,0;;1323,6660000000002;502,584;;;;;;;;
2022-03-02;cabra mini;9520;9791,85;13,21;5,08;3,5;4,63;6,5;6,42;;500 g;6,41;567,0;540,0;30,89;5,79;56,05;8007,5;1,44;1257,592;483,616;0,9446085046584457;0,9460550424285511;323,731267521893;470,59235661396366;414,403798521893;1523,4456348784838;739,3466521354023;739,3466521354023
2022-03-02;iqm  barra 3 kg;8220;8850,29;13,85;5,27;4,18;4,4;6,52;6,4;6,28;barra;6,24;5,33;4,93;32,87;5,49;58,85;4489,0;1,12;1138,47;433,19399999999996;;;;;;;;
2022-03-04;oveja do barra 4,2 kg;11030;11572,57;15,930000000000001;6,65;5,13;4,15;6,53;6,46;6,41;barra;6,41;5,98;5,62;31,13;5,44;57,79;4654,0;1,55;1757,0790000000002;733,495;0,9302137430278445;0,9311804539404597;552,2426355605844;716,6140405595401;648,2949665605844;2302,0046275603604;1121,811674269916;1121,811674269916
2022-03-04;tierno barra 4,2 kg;13530;14495,5;12,68;4,68;3,68;4,32;6,56;6,25;6,27;barra;5,9;5,21;5,1;32,3;5,64;59,01;12182,0;0,68;1715,604;633,204;0,9178342526608709;0,9172346629672713;489,60436386760006;622,2422726695694;614,8454838676;1926,4466646116703;1041,9343905568549;1041,9343905568549
2022-03-04;oveja normal barra 4,2 kg;11890;12344,19;14,370000000000001;5,86;4,55;3,96;6,53;6,47;6,42;barra;6,39;5,8;5,51;;;;2051,0;;1708,593;696,7540000000001;0,978226887990108;0,9787065175771285;549,4315448648669;707,9664775425304;647,1975296648668;;;
2022-03-04;vaca barra 4,2 kg;14020;14989,74;12,5;4,87;3,95;3,68;6,58;6,49;6,41;barra;;5,72;5,57;31,36;5,88;55,18;2266,0;1,77;1752,5;682,7740000000001;0,9693860596808838;0,9674152245280664;573,9683772725168;706,2134408918344;684,2928636725169;2251,9561252928393;1240,110300240154;1240,110300240154
2022-03-04;oveja do 3 kg;11530;12045,97;16,05;6,57;5,25;4,23;6,53;6,47;6,38;3 kg;6,42;5,7;5,34;30,76;5,33;56,91;9165,0;1,79;1850,565;757,5210000000001;0,8941295239678995;0,8931958771651228;565,4595146461588;706,8932856478773;667,3684208461589;2298,092606137442;1172,6733805063416;1172,6733805063416
2022-03-04;iqm+ 3 kg;13530;14131,77;13,61;5,2;4,11;4,3;6,56;6,4;6,31;3 kg;6,3;5,14;5,01;30,82;5,44;57,22;2397,0;1,02;1841,433;703,56;0,9722952462133302;0,9695751097893469;564,7243897339443;712,4942473619255;686,2576117339444;2311,791847378084;1199,3317227087457;1199,3317227087457
2022-03-04;iqm+ 3 kg;10300;13619,0;13,55;5,18;4,08;4,29;6,53;6,36;6,22;3 kg;6,28;5,12;4,9;;;;4077,4;;1395,65;533,54;0,9721621400741584;0,9709206444426103;540,1869483753345;684,9497556951906;657,0379683753345;;;
2022-03-04;wasabi 3 kg;12030;12535,41;13,64;5,37;3,99;4,28;6,48;6,38;6,33;3 kg;6,24;5,36;4,96;31,41;5,31;57,2;13619,0;1,48;1640,892;646,011;0,9055589687017309;0,9046916104211455;452,9269627789493;608,9945299721671;560,2300723789493;1938,8555554669442;979,4232034597015;979,4232034597015
2022-03-04;iqm+ barra 4,2 kg;13310;14157,95;13,82;5,32;4,19;4,31;6,54;6,38;6,28;barra;6,35;5,65;5,37;31,55;5,4;58,62;16906,0;1,19;1839,442;708,092;0,9237033167512071;0,9232602897976975;547,9575311453658;695,4023646608779;669,9990601453658;2204,1279387032578;1142,9530196952676;1142,9530196952676
2022-03-04;madurado barra 4,2 kg;14030;15275,38;12,68;4,7;3,72;4,26;6,53;6,3;6,2;barra;6,13;5,23;5,16;31,88;5,33;58,13;3911,0;1,28;1779,004;659,41;0,9602394042094894;0,9602354592339105;545,6504105981761;689,394191875807;675,7966481981762;2162,4660974774374;1162,5608948876245;1162,5608948876245
2022-03-07;iqm  barra 3 kg;9280;10207,33;13,31;5,04;4,04;4,23;6,52;6,46;6,35;barra;;;;;;;12975,0;;1235,1680000000001;467,712;;;;;;;;
2022-03-07;oveja do 3 kg;11030;11611,01;15,41;6,42;4,91;4,08;6,56;6,46;6,4;;;5,48;5,15;30,89;5,44;57,96;8705,0;1,9;1699,723;708,1260000000001;0,8928861694789914;0,8941574433095684;509,03493291569913;666,5289592170457;603,7807745156991;2157,7499489059423;1041,719762794512;1041,719762794512
2022-03-07;tierno 3 kg;12730;13143,61;12,829999999999998;4,81;3,72;4,3;6,53;6,33;6,18;3 kg;6,16;5,1;4,93;31,48;5,38;58,13;12124,0;1,43;1633,2589999999996;612,313;0,8976387922222123;0,89742500228527;438,8935684572403;567,3589436691901;551,9286144572403;1802,283810893234;949,4729304270434;949,4729304270434
2022-03-07;iqm  pequeño;7440;7928,12;13,05;4,95;3,96;4,14;6,56;6,45;6,38;1 kg;6,35;5,66;;30,18;5,58;55,25;18746,0;1,85;970,92;368,28;;;;;;;;
2022-03-07;wasabi pequeño;8020;8556,05;13,069999999999999;5,13;3,84;4,1;6,52;6,42;6,36;1 kg;6,42;5,79;5,51;;;;2673,0;;1048,214;411,426;0,9822877409052992;0,9814529035669546;322,73291618199494;430,7845739284353;392,8925261819949;;;
2022-03-07;oveja do pequeño;7020;7512,81;14,79;6,05;4,78;3,96;6,56;6,45;6,42;1 kg;6,48;5,8;5,5;;;;2660,0;;1038,2579999999998;424,71;0,9004425497272616;0,9003865247474683;323,3600112583872;409,24818966277564;382,8614664583872;;;
2022-03-07;wasabi 3 kg;12330;12909,94;14,37;5,64;4,24;4,49;6,5;6,42;6,37;3 kg;6,24;5,76;5,45;;;;8024,0;;1771,8209999999997;695,4119999999999;0,9064106346237557;0,9055246816323224;496,15237291423546;659,3311889933304;612,0836341142355;;;
2022-03-08;light barra 4,2 kg;14330;14928,18;10,61;2,5;3,45;4,66;6,54;6,45;6,39;barra;6,42;5,73;5,38;20,35;5,53;50,5;19932,5;1,89;1520,4129999999998;358,25;0,9112292642210713;0,9122723443135479;469,3033094758102;340,4641441233655;608,4339470758102;1673,0424772646952;1204,8196971798222;1204,8196971798222
2022-03-08;madurado 3 kg;12530;13057,67;12,709999999999999;4,53;3,76;4,42;6,5;6,4;6,31;3 kg;6,35;5,38;5,22;30,06;5,44;57,5;20669,0;1,75;1592,5629999999999;567,609;0,9201731645318956;0,9224752075544417;451,77593895177614;545,6555710072615;567,2057417517761;1815,2214604366652;986,4447682639586;986,4447682639586
2022-03-08;tierno barra 4,2 kg;12530;13092,33;12,45;4,59;3,68;4,18;6,49;6,38;6,25;barra;6,3;5,45;5,2;30,95;5,43;57,32;10586,0;1,43;1559,985;575,127;0,9178615784777643;0,9172021186449748;442,2236378148658;551,1815581625616;551,6755166148658;1780,8774092489873;962,448563529075;962,448563529075
2022-03-08;light 3 kg;10660;11638,92;9,98;2,36;3,28;4,34;6,59;6,5;6,47;3 kg;6,44;5,34;5,15;19,97;5,34;50,26;1210,5;1,95;1063,868;251,576;0,9144417909786358;0,914722299454279;349,09416707531165;251,25456010731972;450,11999267531166;1258,1600405974948;895,582953989876;895,582953989876
2022-03-08;cabra barra 4,2 kg;11230;11857,9;11,95;4,51;3,2;4,24;6,55;6,45;6,38;barra;6,33;5,47;5,2;;;;7678,0;;1341,985;506,47299999999996;0,9084542065847332;0,9084457622072787;344,7154923603554;485,8288810658637;445,27048436035545;;;
2022-03-08;iqm+ 3 kg;12030;12187,49;13,6;5,17;4,1;4,33;6,52;6,4;6,25;3 kg;6,38;5,27;5,07;30,17;5,33;56,15;3842,0;1,62;1636,08;621,951;0,9731275040466373;0,9702877661275812;486,2592506960274;611,3717554996755;591,8029140960274;2026,4227891934884;1053,967790019639;1053,967790019639
2022-03-08;oveja do 3 kg;12330;12985,08;15,870000000000001;6,51;5,13;4,23;6,54;6,5;6,45;;;5,55;5,24;31,68;5,35;59,99;4661,0;1,39;1956,771;802,683;0,8942073730852997;0,8928219399130511;595,6624743640564;754,728016940753;705,5162511640564;2382,348538323084;1176,0564280114293;1176,0564280114293
2022-03-08;oveja do 3 kg;13780;14231,66;15,439999999999998;6,26;4,87;4,31;6,52;6,5;6,46;3 kg;6,44;5,23;5,0;29,7;5,3;56,67;3126,9;1,95;2127,6319999999996;862,628;0,8938897728249598;0,8940327061445933;619,5387702944847;796,495450870883;742,2156794944847;2681,802864885128;1309,7153335000612;1309,7153335000612
2022-03-08;iqm+ barra 4,2 kg;9030;9608,68;13,08;4,96;3,94;4,18;6,53;6,4;6,28;barra;6,18;5,52;5,33;;;;3675,0;;1181,124;447,88800000000003;0,9228221200722755;0,92408426118261;349,3638364786253;440,40980595350993;429,69240127862525;;;
2022-03-08;oveja normal barra 4,2 kg;13750;14268,52;15,04;6,1;4,74;4,2;6,55;6,46;6,4;barra;6,4;5,82;5,45;31,99;5,42;59,78;2656,0;1,32;2068,0;838,75;0,9786098438924276;0,977350417010544;661,8610897513817;850,6659822995205;781,7166577513817;2659,162182868148;1307,6558343114448;1307,6558343114448
2022-03-10;tierno mini;9020;9236,88;12,38;4,54;3,61;4,23;6,54;6,37;6,29;500 g;6,2;5,43;5,19;31,33;5,37;58,31;6765,0;0,68;1116,6760000000002;409,50800000000004;0,9392891432199417;0,9398901873439046;313,20724975423747;394,14704046476174;391,35125455423747;1258,0499216877172;671,1563274811137;671,1563274811137
2022-03-10;tierno barra 3 kg;8820;9166,9;12,74;4,67;3,73;4,34;6,52;6,37;6,28;barra;6,28;5,58;5,22;32,49;5,6;59,56;14288,0;1,41;1123,6680000000001;411,894;0,9325986457477884;0,9342803488665722;318,8791370088115;399,96002655216654;398,4478290088115;1231,0250124720421;668,9856094842369;668,9856094842369
2022-03-10;light barra 3 kg;9520;10129,97;10,13;2,47;3,34;4,32;6,61;6,45;6,33;;;5,32;5,11;21,91;5,52;52,18;4144,0;1,81;964,3760000000001;235,144;;;;;;;;
2022-03-10;tierno 3 kg;9520;9867,21;12,870000000000001;4,73;3,75;4,39;6,54;6,33;6,19;3 kg;6,3;5,15;4,92;31,15;5,74;56,86;7573,0;1,89;1225,2240000000002;450,29600000000005;0,8973294073281564;0,897121726479233;332,0301637980922;418,70378466567814;418,6642675980922;1344,1534018159812;736,3071888816254;736,3071888816254
